,ch,hyb,x,y,s,w,z,pos,pseudocolor,block,cellid
0,0,1,94.93796033102818,1884.6492858414904,1.215553860326258,267.2676149218561,0.0,6,1.0,1.0,6
1,0,1,118.7101660995023,1796.2747154953863,1.4071832486853144,322.5698479759046,0.0,6,1.0,1.0,6
2,0,1,132.7071485334075,1792.1414127080702,1.2,195.2850571715775,0.0,6,1.0,1.0,6
3,0,1,117.74352409567524,1838.416849144224,1.745767220085349,1077.252767440019,0.0,6,1.0,1.0,6
4,0,1,141.46434282115396,1821.5134793580128,2.0,510.4274024769927,0.0,6,1.0,1.0,6
5,0,1,137.98357435886106,1812.294020057628,1.75036731979896,418.1893280415275,0.0,6,1.0,1.0,6
6,0,1,133.79704051711653,1845.560793479268,1.8646847378888909,391.3402174758594,0.0,6,1.0,1.0,6
7,0,1,148.86297679829354,1847.147363838611,2.0,328.09184329994616,0.0,6,1.0,1.0,6
8,0,1,109.83433703040572,1836.6018576229776,2.0,304.4169431662382,0.0,6,1.0,1.0,6
9,0,1,140.9731859462545,1804.0307214120053,1.85448954373106,290.98908935218134,0.0,6,1.0,1.0,6
10,0,1,118.05808114798242,1843.3258093444945,1.349087158184845,330.33531844100406,0.0,6,1.0,1.0,6
11,0,1,136.26891855808051,1833.5527489628148,2.0,255.65914672481173,0.0,6,1.0,1.0,6
12,0,1,118.5199369032025,1819.6132438446236,1.6545910651935565,207.42974747360563,0.0,6,1.0,1.0,6
13,0,1,111.40365726713718,1841.255112098787,1.2472318785291536,234.9898530576572,0.0,6,1.0,1.0,6
14,0,1,144.75181758079538,1817.064682192989,1.2464304546015712,218.98660012598725,0.0,6,1.0,1.0,6
15,0,1,141.67639558962026,1873.0621004931904,1.9976525764796964,1353.717115328022,0.0,6,1.0,1.0,6
16,0,1,150.2891103111074,1888.6176275429184,1.9995798736661297,1284.4908799837517,0.0,6,1.0,1.0,6
17,0,1,146.4887195545028,1875.9748916283968,1.2933306479693842,1430.5458239406264,0.0,6,1.0,1.0,6
18,0,1,117.53769917463364,1893.0271115956632,1.7050125778130607,1016.54336555207,0.0,6,1.0,1.0,6
19,0,1,141.06138144671883,1888.9392770190068,1.696037200645511,906.8947360363372,0.0,6,1.0,1.0,6
20,0,1,119.24688428188492,1862.5091151566664,1.9977058621086232,812.9076627535094,0.0,6,1.0,1.0,6
21,0,1,136.87160885210275,1869.2067444353745,1.9994397777235875,778.2374142345159,0.0,6,1.0,1.0,6
22,0,1,137.98768115639217,1896.775110218409,1.6560284180963598,826.0662802772462,0.0,6,1.0,1.0,6
23,0,1,119.0119177615303,1868.153890056248,1.528767928601581,774.8580581685759,0.0,6,1.0,1.0,6
24,0,1,114.04562796235822,1877.3185486647503,1.9993600014828083,641.2414206347602,0.0,6,1.0,1.0,6
25,0,1,132.8725906776826,1872.8229837290528,1.4230973008843135,950.98136389714,0.0,6,1.0,1.0,6
26,0,1,110.48861541185802,1873.1991368134368,1.4760285777339954,884.7902150716332,0.0,6,1.0,1.0,6
27,0,1,128.3182890855295,1891.655561162024,2.0,632.2218400208938,0.0,6,1.0,1.0,6
28,0,1,129.87701020876077,1864.677964920745,1.9998608064296832,546.3282800046168,0.0,6,1.0,1.0,6
29,0,1,111.07817920264182,1890.141866860757,1.9999433832469973,573.3125656893282,0.0,6,1.0,1.0,6
30,0,1,120.01244070406598,1878.2478245629184,1.9997848652510264,445.44491925840737,0.0,6,1.0,1.0,6
31,0,1,144.18806501495095,1865.8842140609304,1.7981078586558277,464.74843922080447,0.0,6,1.0,1.0,6
32,0,1,140.89359078722163,1877.5189125615464,1.3261599435137144,607.7471146853984,0.0,6,1.0,1.0,6
33,0,1,110.80030156135594,1885.1692863234716,1.5007747511363143,571.2104707839658,0.0,6,1.0,1.0,6
34,0,1,122.99748103732698,1859.1382628462763,1.2794857389905594,618.9402017763877,0.0,6,1.0,1.0,6
35,0,1,135.34785082441834,1865.1023784818076,1.2049350633892186,573.3302978337898,0.0,6,1.0,1.0,6
36,0,1,132.2542253174411,1854.6915620526927,2.0,347.0843689714848,0.0,6,1.0,1.0,6
37,0,1,111.51047331212658,1855.3648469582556,2.0,350.1175077383098,0.0,6,1.0,1.0,6
38,0,1,113.2823389618335,1866.6101238382687,1.8219010964602007,313.1710973932686,0.0,6,1.0,1.0,6
39,0,1,133.0574845180261,1895.1619535210948,1.579401822009209,304.42153215532835,0.0,6,1.0,1.0,6
40,0,1,116.29032253340364,1882.2783663669,1.3952722309320522,328.3022312098887,0.0,6,1.0,1.0,6
41,0,1,146.97108695079325,1889.7246510141867,1.2,354.0445514091802,0.0,6,1.0,1.0,6
42,0,1,124.7601892933919,1889.7101469828287,1.3899824168886754,276.84768724686285,0.0,6,1.0,1.0,6
43,0,1,122.02125463372212,1883.019540433243,1.200407978657896,292.96754132201613,0.0,6,1.0,1.0,6
44,0,1,119.91555087390834,1853.07105020882,1.2005732394853614,274.98165472888286,0.0,6,1.0,1.0,6
45,0,1,143.16833399693317,1870.8458741582876,1.2,306.9286186208949,0.0,6,1.0,1.0,6
46,0,1,150.9844291787209,1875.5886007577487,1.5775612258133234,203.05698970888625,0.0,6,1.0,1.0,6
47,0,1,126.98929926838098,1904.3659809430933,1.9994421800420044,761.7616647764197,0.0,6,1.0,1.0,6
48,0,1,138.3273035630971,1906.5773209575289,1.999982805615688,538.902034448638,0.0,6,1.0,1.0,6
49,0,1,114.8559105562565,1918.4066006355104,1.5116618911357942,552.7465187222801,0.0,6,1.0,1.0,6
50,0,1,150.56681073780345,1908.6533780231512,1.523434049440061,432.778462549231,0.0,6,1.0,1.0,6
51,0,1,136.79331093708197,1914.9776949076256,2.0,279.8755376784836,0.0,6,1.0,1.0,6
52,0,1,123.22200010050896,1909.730814365167,2.0,267.18758118178454,0.0,6,1.0,1.0,6
53,0,1,123.36014943138578,1917.5777191947352,1.956276239842615,237.88214655590028,0.0,6,1.0,1.0,6
54,0,1,134.6262578375548,1908.2302751821396,1.2144565721913585,304.8878140634701,0.0,6,1.0,1.0,6
55,0,1,142.2903745351752,1899.2061854661813,1.7643743476155211,224.8883399348529,0.0,6,1.0,1.0,6
56,0,1,128.95796509312024,1911.2968511426643,1.5550266287759145,194.2634453378101,0.0,6,1.0,1.0,6
59,0,1,188.2986561683543,1792.2518955800651,1.5612212076080851,495.19200909116506,0.0,6,1.0,1.0,6
60,0,1,174.30033196416178,1795.4627161063877,1.252179907520754,435.61117219058696,0.0,6,1.0,1.0,6
61,0,1,187.6662735060095,1827.6742744066053,1.9997958280149544,1248.295320559682,0.0,6,1.0,1.0,6
62,0,1,199.21125302164475,1824.9793152860068,2.0,1058.7540871268343,0.0,6,1.0,1.0,6
63,0,1,186.94200604270532,1822.691637092271,1.217359608016553,1649.6182579002927,0.0,6,1.0,1.0,6
64,0,1,178.88339442610538,1842.1365691127912,1.5270611748576524,958.2071539320308,0.0,6,1.0,1.0,6
65,0,1,194.7227677633187,1816.561941970601,1.819061751688522,780.5408078164652,0.0,6,1.0,1.0,6
66,0,1,171.39377033084588,1819.0231938185636,1.6087966612448257,796.6700410803877,0.0,6,1.0,1.0,6
67,0,1,164.80950272562274,1817.5047130736016,1.872296554615346,652.4567021837611,0.0,6,1.0,1.0,6
68,0,1,177.25705800991858,1811.1780233412487,1.3391954692640098,700.3772635758464,0.0,6,1.0,1.0,6
69,0,1,195.1893294596489,1823.5331291851903,1.2,724.448600532569,0.0,6,1.0,1.0,6
70,0,1,184.66186334178175,1812.7387895181832,2.0,429.8238993785766,0.0,6,1.0,1.0,6
71,0,1,173.1095793417108,1825.7951525539668,1.4526968880299198,518.6548407820585,0.0,6,1.0,1.0,6
72,0,1,195.08987715211185,1833.6889972574904,2.0,398.7556056604278,0.0,6,1.0,1.0,6
73,0,1,174.36448885504657,1847.1611443982276,1.5732166190735457,442.7319892402801,0.0,6,1.0,1.0,6
74,0,1,160.44389792029762,1827.984491647676,1.8913339053471705,340.99014042913603,0.0,6,1.0,1.0,6
75,0,1,186.0709859240492,1845.8645845939632,2.0,305.98835571028184,0.0,6,1.0,1.0,6
76,0,1,164.83814129843114,1835.993732052529,2.0,290.7302638089151,0.0,6,1.0,1.0,6
77,0,1,198.8208049076276,1820.619652995615,1.2,400.8767380940407,0.0,6,1.0,1.0,6
78,0,1,195.199058337946,1811.6892146916016,1.2,355.9032969733385,0.0,6,1.0,1.0,6
79,0,1,181.573548557336,1821.267381096803,2.0,227.6652441019188,0.0,6,1.0,1.0,6
80,0,1,180.6756063589148,1807.0731939055304,1.629974279516932,270.16502738507893,0.0,6,1.0,1.0,6
81,0,1,189.89906042821647,1833.54114714506,1.646307042074531,261.2320491457245,0.0,6,1.0,1.0,6
82,0,1,187.50360192783825,1838.9126457176556,2.0,255.044635665836,0.0,6,1.0,1.0,6
83,0,1,164.2429910060793,1811.4214911581996,1.6908524350696224,245.7691786921617,0.0,6,1.0,1.0,6
84,0,1,200.1719213922429,1889.5875371652671,1.9580246948872848,612.4111228878897,0.0,6,1.0,1.0,6
85,0,1,176.9494986987166,1891.160159217095,1.4565472485474302,796.4281227664841,0.0,6,1.0,1.0,6
86,0,1,165.53216645268515,1878.8334787514264,1.3587678987189082,819.9954665613215,0.0,6,1.0,1.0,6
87,0,1,175.75737731293663,1869.6593312279103,1.537890463880203,499.62273816475454,0.0,6,1.0,1.0,6
88,0,1,195.0668573460333,1885.7166448536384,1.6693239512933278,421.2410281276136,0.0,6,1.0,1.0,6
89,0,1,183.1107384283071,1891.917370929095,1.6289178480444213,308.3382277183281,0.0,6,1.0,1.0,6
90,0,1,190.16548606945943,1894.2270160943744,1.2638145401310803,376.6327663304917,0.0,6,1.0,1.0,6
91,0,1,165.19958029817988,1863.979962131995,2.0,256.8990092232757,0.0,6,1.0,1.0,6
92,0,1,189.86920313293345,1864.1637606472048,2.0,248.6842415907408,0.0,6,1.0,1.0,6
93,0,1,184.27953471040615,1873.1605774407944,2.0,206.4610024855225,0.0,6,1.0,1.0,6
94,0,1,176.6901482283094,1882.1757399039911,1.6722336967292093,203.03137506495324,0.0,6,1.0,1.0,6
95,0,1,194.75457189108997,1919.312971846532,1.7932440814600306,1241.064243650572,0.0,6,1.0,1.0,6
96,0,1,192.93214662212503,1931.173940726689,1.704721123686067,872.7628643718072,0.0,6,1.0,1.0,6
97,0,1,199.01956849881591,1914.7138418792324,1.307566761137294,1172.7082745791026,0.0,6,1.0,1.0,6
98,0,1,180.47970501105843,1928.705957213752,2.0,789.5376530555857,0.0,6,1.0,1.0,6
99,0,1,190.1295953468565,1905.3180443573208,1.9999371722493469,576.8960822452078,0.0,6,1.0,1.0,6
100,0,1,172.9852602508272,1907.9045666679451,1.3292476537389228,682.6129492004211,0.0,6,1.0,1.0,6
101,0,1,175.3176512782675,1915.1159054032516,1.4799738106254865,554.2718322255162,0.0,6,1.0,1.0,6
102,0,1,183.93245697881383,1919.231680956541,1.795298505274049,386.3478659134119,0.0,6,1.0,1.0,6
103,0,1,160.09463096056163,1910.6294838607728,2.0,354.2823904556633,0.0,6,1.0,1.0,6
104,0,1,189.5870132705541,1912.2408015871647,1.5009287794605073,399.28638308974,0.0,6,1.0,1.0,6
105,0,1,165.82387583470432,1917.1827767001585,2.0,309.94620158310795,0.0,6,1.0,1.0,6
106,0,1,180.27965303674287,1909.6155866609736,1.3529373357672367,356.5781510683253,0.0,6,1.0,1.0,6
107,0,1,185.53199452503424,1915.1993787475571,1.2095837771047435,323.05708229061275,0.0,6,1.0,1.0,6
108,0,1,190.5625246603005,1925.5717037331065,1.3865434352618415,260.6609284053899,0.0,6,1.0,1.0,6
109,0,1,157.16874330587294,1927.3691744062755,1.5604938356694793,230.63791346824624,0.0,6,1.0,1.0,6
110,0,1,197.43375527349005,1917.0981724350831,1.203983689351167,256.7522930806702,0.0,6,1.0,1.0,6
191,0,1,217.62888389988493,1833.9037835459612,1.997717022692032,1459.365868100753,0.0,6,1.0,1.0,6
192,0,1,213.98976225839132,1830.2153165717612,1.4293200648905775,1570.2781992567586,0.0,6,1.0,1.0,6
193,0,1,211.96770557427092,1820.6642542821344,1.645804511314515,799.564299813887,0.0,6,1.0,1.0,6
194,0,1,216.65926367448048,1841.5771139837063,2.0,700.3502778962611,0.0,6,1.0,1.0,6
195,0,1,207.8519827545039,1835.1632461232248,1.999437134143577,516.0293935085366,0.0,6,1.0,1.0,6
196,0,1,235.55457312885576,1841.8058087817144,1.5120074871148534,556.025019421344,0.0,6,1.0,1.0,6
197,0,1,206.53434205089903,1811.83690912414,2.0,374.906969053724,0.0,6,1.0,1.0,6
198,0,1,219.3185266388955,1828.8292829800716,1.9691615728630247,256.82056221622884,0.0,6,1.0,1.0,6
199,0,1,206.8391271345841,1817.15016363776,1.3152526884097595,314.2370992514151,0.0,6,1.0,1.0,6
200,0,1,216.4155786503528,1837.4067843036669,1.201759400345283,319.61811755549564,0.0,6,1.0,1.0,6
201,0,1,240.97220622104865,1864.16067631934,2.0,1081.7491156343974,0.0,6,1.0,1.0,6
202,0,1,234.80981532192325,1859.9445941641384,1.7496648774603891,798.7504602934366,0.0,6,1.0,1.0,6
203,0,1,249.40144478574916,1873.584126269984,1.672301972402897,748.6596111796988,0.0,6,1.0,1.0,6
204,0,1,224.80712564692,1894.359270216269,1.4416259937649551,738.648114320995,0.0,6,1.0,1.0,6
205,0,1,240.7790664783628,1891.834840185241,2.0,569.3374591022283,0.0,6,1.0,1.0,6
206,0,1,235.25359276528093,1887.0079407922144,1.3752967306590935,653.9623852193215,0.0,6,1.0,1.0,6
207,0,1,223.1474532787886,1887.6499996545715,2.0,421.7077937863697,0.0,6,1.0,1.0,6
