,ch,hyb,x,y,s,w,z,pos,pseudocolor,block,cellid
208,0,1,242.8867067244321,1869.5862565512548,1.2,621.0363159440896,0.0,6,1.0,1.0,6
209,0,1,249.903242372522,1892.6604147062376,2.0,397.4336475714219,0.0,6,1.0,1.0,6
210,0,1,232.3916678521445,1878.135820341264,1.826331683877593,354.58596033400494,0.0,6,1.0,1.0,6
211,0,1,207.77936650643892,1868.322323792179,2.0,265.0073534688523,0.0,6,1.0,1.0,6
212,0,1,225.13007965112223,1865.235304817696,2.0,234.60429497091985,0.0,6,1.0,1.0,6
213,0,1,231.17150133623045,1895.0163436914945,1.5534209668803278,265.28258887177816,0.0,6,1.0,1.0,6
214,0,1,214.2914678139897,1863.4075414570584,1.954796861376064,216.2036589925776,0.0,6,1.0,1.0,6
215,0,1,215.2788694661085,1874.5609271014112,2.0,208.56392321606828,0.0,6,1.0,1.0,6
216,0,1,244.23743022448065,1863.652848213552,1.2,288.8977388117602,0.0,6,1.0,1.0,6
217,0,1,218.7937549100789,1888.7255927657209,1.2,259.9631601860653,0.0,6,1.0,1.0,6
218,0,1,244.12794188388625,1889.2863980174031,1.512308542774133,211.0213694636365,0.0,6,1.0,1.0,6
219,0,1,237.24247198126645,1904.7627999778367,1.9181837337316103,773.121428826905,0.0,6,1.0,1.0,6
220,0,1,229.13327649376777,1911.4205422642287,1.807823729604851,714.2347071844017,0.0,6,1.0,1.0,6
221,0,1,224.0929608667735,1904.1006713781003,1.6530222391968847,636.8812100250765,0.0,6,1.0,1.0,6
222,0,1,217.39169447554607,1916.0839843468727,1.8200331658040327,488.2143702672044,0.0,6,1.0,1.0,6
223,0,1,208.88269345392075,1905.0414231962532,1.325945416522169,502.4812463957816,0.0,6,1.0,1.0,6
224,0,1,209.16050063823565,1916.8353375758763,1.557378417765764,406.9306027734101,0.0,6,1.0,1.0,6
225,0,1,223.92682436461607,1913.1044433198224,1.411469221013689,301.4534105478014,0.0,6,1.0,1.0,6
3807,0,1,151.86792606739755,1794.2675558434669,1.4242661012848052,1214.8374538286469,0.0,6,1.0,1.0,6
3808,0,1,122.74371971458828,1850.1976913251287,1.714588766010389,964.184386528467,0.0,6,1.0,1.0,6
3809,0,1,152.71414529159637,1820.919566966304,2.0,595.3693463490168,0.0,6,1.0,1.0,6
3810,0,1,153.663668681874,1848.4713394395824,1.2351793223605132,400.6034388791203,0.0,6,1.0,1.0,6
3811,0,1,154.43175409996132,1840.2409808417192,1.2,295.6277998971733,0.0,6,1.0,1.0,6
3812,0,1,154.1551256581836,1852.6490824941527,2.0,296.6792650649893,0.0,6,1.0,1.0,6
3813,0,1,146.0518010843695,1849.9639934353772,1.4500759826601968,300.06315871381327,0.0,6,1.0,1.0,6
3814,0,1,153.30054244979638,1863.8253950742424,1.9999858430802628,238.71794523087163,0.0,6,1.0,1.0,6
3815,0,1,105.65100457828936,1873.6293542805183,1.3266888790142393,253.040604648158,0.0,6,1.0,1.0,6
3816,0,1,146.29663991082708,1902.9120445188971,1.6960144716374177,731.620998974645,0.0,6,1.0,1.0,6
3817,0,1,123.64834033451262,1898.8433854998304,1.4002830004739628,721.480024836649,0.0,6,1.0,1.0,6
3818,0,1,154.3080395848085,1921.8796821061533,1.7200422003087394,430.4456377299416,0.0,6,1.0,1.0,6
3819,0,1,154.8524497212485,1901.4459217454653,1.6777409144279136,280.35525115982,0.0,6,1.0,1.0,6
3820,0,1,197.652578298092,1797.154861192741,2.0,368.48069895424806,0.0,6,1.0,1.0,6
3821,0,1,201.53038524117252,1841.5861073834208,1.5150603656419632,923.710444479854,0.0,6,1.0,1.0,6
3822,0,1,159.64390311128258,1800.81582046348,2.0,450.78610990822193,0.0,6,1.0,1.0,6
3823,0,1,179.00971244886878,1848.208422870287,1.2,385.15566722438575,0.0,6,1.0,1.0,6
3824,0,1,153.29302317633469,1809.7666606420844,1.8765242071087191,255.28660861456527,0.0,6,1.0,1.0,6
3825,0,1,168.43172755707667,1851.6687689634111,1.706073186398829,979.621571478319,0.0,6,1.0,1.0,6
3826,0,1,204.28155337656943,1856.2495005319151,1.8295224619234176,859.7972403084284,0.0,6,1.0,1.0,6
3827,0,1,153.04513733374412,1879.8817166388976,1.3688042130211686,883.6362060588174,0.0,6,1.0,1.0,6
3828,0,1,152.77388369236797,1888.1593063473024,1.4012143707728566,795.9061100329516,0.0,6,1.0,1.0,6
3829,0,1,163.78772622149685,1849.2488376509305,1.6152160241149545,577.8863857165086,0.0,6,1.0,1.0,6
3830,0,1,202.7131509947907,1902.063533727208,1.435646313759228,1858.2609060709776,0.0,6,1.0,1.0,6
3831,0,1,197.58571171672085,1910.0512975252968,1.990037284112524,814.336165063968,0.0,6,1.0,1.0,6
3832,0,1,204.3744380783939,1909.7020153311664,1.4002975649885598,1349.7757855872978,0.0,6,1.0,1.0,6
3833,0,1,187.46738670989572,1899.2471043774112,1.6399967652102982,603.4344201694927,0.0,6,1.0,1.0,6
3834,0,1,205.26954992975365,1926.3448256284007,2.0,326.95070101393287,0.0,6,1.0,1.0,6
3851,0,1,207.30998951887807,1829.027052110719,2.0,446.6331046956341,0.0,6,1.0,1.0,6
3852,0,1,203.6695506668493,1807.345134322215,1.2926097763000208,368.718163890154,0.0,6,1.0,1.0,6
3853,0,1,207.21511526899212,1887.8855840184544,1.452110747339565,1934.17118144317,0.0,6,1.0,1.0,6
3854,0,1,203.34217324141463,1873.3867793604584,1.4117859480034596,1315.336830677816,0.0,6,1.0,1.0,6
3855,0,1,235.5459323392009,1849.2604459842885,1.477732647632687,345.02168301554104,0.0,6,1.0,1.0,6
3856,0,1,209.44206096604245,1900.8324112976013,1.2,375.6292446340611,0.0,6,1.0,1.0,6
3857,0,1,222.92725496314057,1850.7096780736088,2.0,248.62167114843209,0.0,6,1.0,1.0,6
3858,0,1,213.6930422053086,1902.126387825121,2.0,633.2413509786327,0.0,6,1.0,1.0,6
4981,0,1,173.16992141998182,1800.7316134598848,1.841661053845865,796.8016049831734,0.0,6,1.0,1.0,6
5131,1,1,107.34244338805422,1878.1364703253769,2.0,356.7677214154362,0.0,6,2.0,1.0,6
5132,1,1,148.59264631154272,1792.3288900673451,2.0,628.5731463704116,0.0,6,2.0,1.0,6
5134,1,1,137.29404036859034,1814.8590929789032,2.0,2639.7296534227103,0.0,6,2.0,1.0,6
5135,1,1,141.580210166518,1811.7969763487763,1.1,3597.6607707493554,0.0,6,2.0,1.0,6
5136,1,1,118.55174509395918,1843.0389132124476,1.995432177157139,1805.8519321336737,0.0,6,2.0,1.0,6
5137,1,1,141.1621063382949,1823.2403583776895,1.998049880447031,1696.7701562305256,0.0,6,2.0,1.0,6
5138,1,1,151.53126465843854,1810.4440308243668,1.5901957059553222,1785.165386537236,0.0,6,2.0,1.0,6
5139,1,1,126.80654196540088,1827.4167871912853,1.996440463080279,1365.839725021047,0.0,6,2.0,1.0,6
5140,1,1,141.25099763682255,1829.9303610689324,1.629472529199547,1540.9983476297662,0.0,6,2.0,1.0,6
5141,1,1,135.33672305094527,1809.4205255321488,1.889195363773835,1322.0963357661208,0.0,6,2.0,1.0,6
5142,1,1,135.97453768401158,1818.2750971690148,1.1272251927641737,1653.8970600001978,0.0,6,2.0,1.0,6
5143,1,1,148.54236203946206,1826.1487327551756,1.4022773196314522,1107.6746101344925,0.0,6,2.0,1.0,6
5144,1,1,127.01299450512664,1817.6633974324225,1.7250187850989966,949.8869087174824,0.0,6,2.0,1.0,6
5145,1,1,126.48304540402206,1833.9541285273624,1.1294985017272785,1487.8841301552932,0.0,6,2.0,1.0,6
5146,1,1,132.46014751690606,1804.534729960844,1.9996261612431887,898.2934750126349,0.0,6,2.0,1.0,6
5147,1,1,133.159287254244,1840.81829523311,1.1,1413.034579341144,0.0,6,2.0,1.0,6
5148,1,1,143.06032735837977,1802.5487479347917,1.854431258567791,568.322973703787,0.0,6,2.0,1.0,6
5149,1,1,140.96803456712212,1816.7061932658617,1.1017923109277827,842.5235002722558,0.0,6,2.0,1.0,6
5150,1,1,129.86400789762516,1850.074239222357,1.241775996601447,666.6585814194668,0.0,6,2.0,1.0,6
5151,1,1,132.33777882933722,1821.1003833469204,1.999523025088504,458.048558556281,0.0,6,2.0,1.0,6
5152,1,1,143.44153453734225,1843.911715425784,1.1465108295096007,634.76354449674,0.0,6,2.0,1.0,6
5153,1,1,150.1358516043559,1819.8846982049904,1.9569172574390283,385.50322703603786,0.0,6,2.0,1.0,6
5154,1,1,136.73775010288696,1811.7472307776184,1.1047189263001995,561.8552657089549,0.0,6,2.0,1.0,6
5155,1,1,123.17562715424924,1828.0721109431129,2.0,299.2534157032699,0.0,6,2.0,1.0,6
5156,1,1,122.33642381254856,1847.670323040433,1.7361400224438863,356.75245176714645,0.0,6,2.0,1.0,6
5157,1,1,152.97622184217704,1836.202919660024,1.999827281498428,334.0103992896901,0.0,6,2.0,1.0,6
5158,1,1,129.00913622375649,1828.7600542296968,1.1033092173950865,498.6398896808466,0.0,6,2.0,1.0,6
5159,1,1,121.84406934570524,1822.881129394258,1.999955390586576,293.58283536039954,0.0,6,2.0,1.0,6
5160,1,1,157.31436135818413,1797.541724111686,1.101079589294773,745.7336194966523,0.0,6,2.0,1.0,6
5161,1,1,112.34543310301645,1850.3569661686488,2.0,312.824031397919,0.0,6,2.0,1.0,6
5162,1,1,144.52161770810508,1820.7080975916608,1.1052021672154868,365.4970938631259,0.0,6,2.0,1.0,6
5163,1,1,117.61600305372868,1828.35576609967,1.328373215543036,314.90215169933595,0.0,6,2.0,1.0,6
5164,1,1,127.09952829326846,1825.0636398775173,1.1,366.1498056546096,0.0,6,2.0,1.0,6
5165,1,1,137.31940157749827,1849.858488415258,2.0,261.99039031005566,0.0,6,2.0,1.0,6
5166,1,1,119.1676621273734,1887.6884678933347,1.994994177211897,3901.6808357102377,0.0,6,2.0,1.0,6
5167,1,1,113.46956323809698,1856.5493335896456,1.977578171097247,2227.670679013368,0.0,6,2.0,1.0,6
5168,1,1,111.19960690767869,1881.2339243767028,1.9902966622040303,2132.163144601601,0.0,6,2.0,1.0,6
5169,1,1,125.91439244308114,1891.9562439956944,1.996110524890196,1423.1279388550877,0.0,6,2.0,1.0,6
5170,1,1,123.9637199592403,1866.2172873235013,1.3053698060204015,1977.452585846581,0.0,6,2.0,1.0,6
5171,1,1,115.66380102679722,1879.8043428691624,1.4446011754874362,1877.5629139548023,0.0,6,2.0,1.0,6
5172,1,1,131.75340753988783,1888.222544514486,1.5361988198054914,1510.3264812753664,0.0,6,2.0,1.0,6
5173,1,1,148.74361205162802,1886.4837785155253,1.1218318772480136,2222.141875737245,0.0,6,2.0,1.0,6
5174,1,1,144.66980775421737,1893.6926890565733,1.105773334967596,2068.9220484732127,0.0,6,2.0,1.0,6
5175,1,1,142.0306919346853,1863.579115643932,1.884923308975196,1093.4591075057642,0.0,6,2.0,1.0,6
5176,1,1,140.33770563041503,1881.350280050918,1.786708338819759,1133.6004318121873,0.0,6,2.0,1.0,6
5177,1,1,114.23205422930916,1864.8556818265367,1.510555017842203,1109.8451090660683,0.0,6,2.0,1.0,6
5178,1,1,141.72288734537233,1876.1690374950283,1.3502672663761677,1327.490224823562,0.0,6,2.0,1.0,6
5179,1,1,108.9825444499938,1876.5260580398503,1.3812925844021535,1181.5956123174378,0.0,6,2.0,1.0,6
5180,1,1,131.1576706308056,1883.4125289500168,1.2852174939677794,1091.3080504357415,0.0,6,2.0,1.0,6
5181,1,1,111.6241853520021,1852.4089131142537,1.6839422576249832,803.7747372698169,0.0,6,2.0,1.0,6
5182,1,1,114.82220147602732,1885.803409780559,1.5094473689117225,862.3363361952839,0.0,6,2.0,1.0,6
5183,1,1,115.2018233800542,1859.845270108318,1.4309649805137008,902.4328586625868,0.0,6,2.0,1.0,6
5184,1,1,147.85905893747196,1858.5854000404315,1.1142305903425858,1246.795083350313,0.0,6,2.0,1.0,6
5185,1,1,119.98181174987198,1855.983193828962,1.5282314650081064,642.0384029882246,0.0,6,2.0,1.0,6
5186,1,1,151.06910911504573,1894.8121779657863,1.2579251077289952,655.2242703543741,0.0,6,2.0,1.0,6
5187,1,1,136.10917165353942,1875.6237576336548,1.216256459049238,609.6049222966955,0.0,6,2.0,1.0,6
5188,1,1,122.34235293718234,1893.8890646797583,1.1,723.6274831563186,0.0,6,2.0,1.0,6
5189,1,1,109.2364702505972,1866.313417984946,1.5830209498573289,574.2908763615862,0.0,6,2.0,1.0,6
5190,1,1,127.41344564599774,1861.044873383036,1.218708082875016,731.2553782350404,0.0,6,2.0,1.0,6
5191,1,1,139.7334850553418,1889.1798281634835,1.1167465550574762,1014.1237675457934,0.0,6,2.0,1.0,6
5192,1,1,135.98726882780525,1858.7268733456056,1.102198995371808,753.4906327516508,0.0,6,2.0,1.0,6
5193,1,1,130.06894460813552,1894.897835860876,1.1003368312535995,599.8504900113459,0.0,6,2.0,1.0,6
5194,1,1,113.79674689800456,1853.4230101797327,1.1001701246652045,600.5173286822193,0.0,6,2.0,1.0,6
5195,1,1,151.64410286496994,1864.89376550965,1.1462014795033513,554.5651476664183,0.0,6,2.0,1.0,6
5196,1,1,117.7502223940901,1859.2179724433076,1.1,538.786297687541,0.0,6,2.0,1.0,6
5197,1,1,113.16670247816889,1859.0321144795191,1.1,530.832064145571,0.0,6,2.0,1.0,6
5198,1,1,126.08775910119654,1888.5860948684267,1.1,504.7566495162108,0.0,6,2.0,1.0,6
5199,1,1,144.63530836313407,1891.579882623258,1.1,463.1381611443479,0.0,6,2.0,1.0,6
5200,1,1,150.77477481076363,1879.654058958232,1.1,463.7307810148682,0.0,6,2.0,1.0,6
5201,1,1,125.43237246380356,1878.313582520609,1.9999728703457909,309.5781024733457,0.0,6,2.0,1.0,6
5202,1,1,124.87538085136757,1894.931426449575,1.1002330585078262,515.2636789048054,0.0,6,2.0,1.0,6
5203,1,1,115.2384320045536,1900.115811750179,1.197340732875395,504.9292013702188,0.0,6,2.0,1.0,6
5204,1,1,142.96664087272475,1879.9433042102096,1.1000730427407333,472.3620251129024,0.0,6,2.0,1.0,6
5205,1,1,117.17881711390092,1886.938249154188,1.1,424.78307120412177,0.0,6,2.0,1.0,6
