gene,gene_number,cpath,cost,x,y,z,cc,cc_size
St13,220,"[7127, 9160, 11942, 13432]",0.20908633345029587,114.12034617235322,1890.6711916725985,0.0,1,11
Ybx1,263,"[13625, 16733, 21893, 24052]",0.6215071261625094,113.44104342987433,1891.119331751769,0.0,1,11
negative_control,299,"[6, 7923, 10905, 16128]",0.7908913186001763,110.84326089073176,1889.9903364297716,0.0,1,11
Msn,112,"[5598, 7267, 19024, 23060]",3.259667320212863,111.70756611303173,1890.3866980889736,0.0,1,11
Rarg,179,"[11, 4496, 16538, 22858]",1.426748644280165,114.98124159937882,1918.554848161501,0.0,2,1
Khdrbs1,73,"[13, 15343, 19604, 23071]",0.16219296613223952,117.60340067343562,1892.8331637676986,0.0,3,1
Eif4b,37,"[1586, 7278, 10755, 17128]",1.2635471034264893,118.61292544928614,1866.1996099623652,0.0,4,3
Spp1,214,"[18, 10922, 11844, 14141]",1.9566010468972412,119.05712261443277,1867.66637418289,0.0,4,3
Spp1,214,"[19, 10921, 11846, 14142]",1.698509141943406,119.15014621211765,1862.082401026997,0.0,5,2
Ubxn1,253,"[5631, 7010, 12791, 17668]",0.7286925334649264,122.84865181753344,1858.749454536899,0.0,6,4
Idh3g,66,"[5361, 9169, 11848, 24062]",0.8897456094613564,124.54225126471803,1858.13921514884,0.0,6,4
Tpm4,239,"[29, 3266, 19281, 20798]",1.627227194940009,127.45444819803126,1903.9593670815832,0.0,7,1
Ltbp3,80,"[39, 3666, 16762, 21725]",1.888594921188313,134.99609828890877,1865.7225437532156,0.0,8,3
Ywhaq,267,"[11398, 13466, 19790, 24074]",2.95923983261733,135.72663698721277,1865.3468651932494,0.0,8,3
Khdrbs1,73,"[45, 15378, 19631, 23136]",3.352462365744416,139.28957099823864,1906.2462245147758,0.0,9,1
Spp1,214,"[46, 10974, 11861, 14190]",1.9772964206384254,141.4954968039205,1877.1897800499582,0.0,10,1
Prrx1,159,"[284, 9562, 13692, 18719]",1.8112496681601633,140.1821923782755,1888.8237310109062,0.0,11,4
Arpc5,8,"[48, 17180, 21212, 23137]",2.1472027139524505,140.62678108001705,1888.44957242441,0.0,11,4
Spp1,214,"[50, 10972, 11859, 14188]",2.700059097513954,141.3558650869801,1872.8240980049595,0.0,12,1
Tpm4,239,"[55, 3319, 19291, 20857]",2.328651451852833,145.7568519035524,1849.9720616768384,0.0,13,1
Rpsa,197,"[307, 4216, 20859, 22577]",1.4385075577790776,145.9031812312276,1902.3273405080756,0.0,14,3
Spp1,214,"[57, 10981, 11865, 14199]",0.7169513427304667,146.26835885709738,1875.8767862091795,0.0,15,2
Ltbp3,80,"[58, 3732, 16781, 21741]",3.1411315216678792,147.69803739245438,1889.548027538991,0.0,16,1
negative_control,1618,"[64, 5111, 14578, 23611]",2.8911287667315366,152.46911560384015,1820.6288258730879,0.0,17,1
negative_control,1618,"[75, 5132, 14609, 23623]",1.4591480303581277,159.11562355034218,1801.037223184985,0.0,18,2
Rcc2,183,"[4646, 9204, 12240, 20400]",0.892464812976105,166.1251345908637,1819.0039073545172,0.0,19,13
Ywhag,265,"[665, 6112, 10344, 17239]",1.1821142866159464,165.70405083453528,1819.4055852165015,0.0,19,13
Trp53,242,"[15418, 19300, 22038, 23870]",1.366198032101946,164.72971179349503,1818.285354751314,0.0,19,13
Eif3a,32,"[1680, 4267, 19667, 24105]",1.846256030922561,164.6358189427867,1817.9564107137949,0.0,19,13
negative_control,842,"[3368, 11017, 14010, 20903]",2.803936518045552,165.18061094491466,1817.6221955398014,0.0,19,13
Vim,261,"[9628, 15135, 16247, 21255]",0.6803334192449225,164.80992484860536,1836.7993001841214,0.0,20,3
Tubb5,246,"[2955, 14009, 17238, 22041]",3.205674758901642,165.2389891764942,1836.9350038248344,0.0,20,3
Spp1,214,"[85, 11025, 11879, 14243]",0.3890723943438537,168.66505025433287,1851.745229426529,0.0,21,1
Ppm1g,150,"[86, 5792, 13310, 17520]",3.4487821648704475,171.31493832263996,1819.106429722312,0.0,22,1
Tpm4,239,"[87, 3392, 19306, 20930]",1.6713058373232688,173.4568906517192,1907.9148710857778,0.0,23,1
Zfp36l1,269,"[88, 3820, 11444, 15935]",2.5469511560749925,172.3595722135207,1825.48227620283,0.0,24,1
Tpm4,239,"[89, 3391, 19304, 20925]",3.561485188473138,172.8737556612786,1800.7903205205716,0.0,25,1
Trp53,242,"[15436, 19307, 22067, 23885]",0.7861912269048332,174.81594933436526,1795.8739366696445,0.0,26,2
Spp1,214,"[91, 11035, 11882, 14253]",3.8989920889476104,173.74637052869963,1846.9946810589038,0.0,27,1
Rarg,179,"[96, 4668, 16620, 22946]",3.2820100913469794,176.69183263013667,1811.7843736485088,0.0,28,1
Mta1,113,"[12688, 15170, 17270, 23232]",1.0473619908905158,179.42547243144895,1843.3681550434935,0.0,29,4
Spp1,214,"[97, 11042, 11887, 14260]",1.7034412619744375,179.28672312496838,1842.0395956928292,0.0,29,4
Efemp1,29,"[2003, 10688, 19155, 22951]",2.2492075915854155,180.1321952476447,1928.2944558150837,0.0,30,3
Psmd2,163,"[414, 7767, 12257, 23900]",3.1513191816234465,179.7713676253721,1927.4840102261583,0.0,30,3
Malat1,83,"[2507, 3887, 10413, 14726]",0.7706736867772389,186.15941082043827,1916.5233139584539,0.0,31,6
Eif4b,37,"[1719, 7469, 10829, 17287]",1.699508571172508,186.83154160890416,1915.8930936633278,0.0,31,6
negative_control,805,"[2022, 5831, 13132, 23245]",3.5531288433418666,185.37660522787291,1915.1899475042678,0.0,31,6
Rarg,179,"[110, 4700, 16636, 22963]",2.805794991967144,187.77959351121444,1898.9519071306393,0.0,32,1
Khdrbs1,73,"[112, 15460, 19698, 23255]",1.522728285379909,188.25057548167038,1827.8957537940764,0.0,33,6
Ptbp1,167,"[3905, 7788, 11894, 18090]",1.9391561864447897,189.2990334698454,1827.5328836694177,0.0,33,6
Tpi1,237,"[1727, 16870, 20645, 23920]",1.762409160990311,189.97632753581914,1911.5379014112632,0.0,34,17
Uba1,250,"[13146, 15693, 22118, 22279]",2.017114489926943,192.01562653970058,1912.0141898121492,0.0,34,17
Malat1,83,"[2530, 3906, 10428, 14754]",2.102199472211324,190.50731158501083,1911.701098151662,0.0,34,17
Rpsa,197,"[441, 4334, 20968, 22640]",2.2368007687688674,189.35720679922304,1910.7710556399174,0.0,34,17
Snx5,212,"[3431, 8758, 18092, 20071]",2.2375517190582155,189.8296438323743,1911.3079797319913,0.0,34,17
negative_control,1145,"[1479, 12518, 13557, 21800]",3.7113000853090794,191.28016727808557,1911.4252844005314,0.0,34,17
Vim,261,"[9683, 15189, 16286, 21301]",0.5510507857980579,186.84449220257997,1925.6660577934495,0.0,35,19
Cct5,10,"[7795, 15986, 16477, 19319]",1.1279606819676087,191.36644568880374,1925.8437852235716,0.0,35,19
negative_control,1023,"[5206, 6669, 14752, 16877]",1.6626203403012276,191.11732383021857,1924.2708494367482,0.0,35,19
Vim,261,"[9689, 15200, 16296, 21307]",1.7726369342122914,191.107702117452,1925.6207555916574,0.0,35,19
Ckap4,14,"[3912, 8069, 10430, 22120]",3.0391676228096127,191.58276467572554,1924.0492431258913,0.0,35,19
Tmed9,231,"[12276, 15465, 17560, 24142]",3.1969778928985617,191.845341633393,1925.397912433446,0.0,35,19
Rab34,172,"[689, 9033, 20640, 22639]",3.492859796574248,188.62691034688956,1925.9923571190175,0.0,35,19
Spp1,214,"[121, 11076, 11900, 14290]",1.1123409631049483,194.5323646268834,1816.8627409641695,0.0,36,1
Spp1,214,"[122, 11074, 11899, 14287]",1.8391952947776107,194.24218625346046,1919.3403355137007,0.0,37,3
Khdrbs1,73,"[130, 15479, 19712, 23296]",2.007052744588956,198.87311494504115,1821.372615119201,0.0,38,1
Spp1,214,"[131, 11084, 11902, 14298]",1.8326209888054295,198.76173018921702,1914.7531469062583,0.0,39,1
Cops7a,17,"[134, 8573, 15482, 20665]",1.0073051466290697,201.5031119590302,1841.3460484238178,0.0,40,1
Msn,112,"[5892, 7519, 19205, 23314]",0.9887419676091879,204.3889899667336,1910.2504341097997,0.0,41,2
Khdrbs1,73,"[143, 15496, 19724, 23320]",1.4579085292099572,207.23108663932896,1887.9626602367266,0.0,42,4
negative_control,1160,"[4765, 10072, 13830, 17078]",3.145347581825252,207.89993182442757,1888.7579478802572,0.0,42,4
Paics,137,"[6721, 11505, 14079, 17594]",1.4201168270575228,210.12151350632854,1833.705354913981,0.0,43,15
Ndufs8,123,"[6713, 12724, 20121, 24163]",1.716165681750109,208.07062806121584,1833.1363128092146,0.0,43,15
negative_control,1274,"[3481, 8588, 9434, 20685]",2.1542353663251363,209.3430794833934,1833.4265051274435,0.0,43,15
Ppm1g,150,"[146, 5905, 13371, 17590]",2.447003619976851,207.6230796051295,1834.894969440066,0.0,43,15
negative_control,1720,"[3112, 13367, 16490, 22281]",3.8428270252518146,207.14718950756935,1833.6460857103652,0.0,43,15
negative_control,664,"[6184, 9727, 13832, 22163]",3.9342236245939417,207.86523331604212,1834.3430678482696,0.0,43,15
Khdrbs1,73,"[150, 15502, 19730, 23336]",0.5982000183503484,212.12498974074043,1820.4386537686614,0.0,44,1
Ncl,121,"[3491, 6730, 21639, 23342]",1.723432303722798,214.86245348064216,1831.823371754761,0.0,45,2
Rpsa,197,"[533, 4420, 21059, 22689]",0.35432719691103115,218.8541115278145,1835.475830910277,0.0,46,18
Mta1,113,"[12740, 15272, 17360, 23353]",1.080151758200072,217.97105281121614,1834.7434633040712,0.0,46,18
Msn,112,"[5943, 7557, 19233, 23357]",2.0864748581442054,220.2054174288301,1836.512140567982,0.0,46,18
Zyx,271,"[5539, 9097, 18555, 20447]",2.3446605356913093,218.46599699856378,1834.013231007963,0.0,46,18
Mtap,114,"[1782, 10096, 17904, 20143]",2.411179470474422,219.20976363581414,1836.1438221647072,0.0,46,18
Ubxn1,253,"[5939, 7106, 12954, 17746]",3.1509893449367383,218.24567771148338,1837.7238578371225,0.0,46,18
negative_control,1889,"[161, 6428, 10876, 15518]",2.773126415124359,223.3775943025792,1849.975405659888,0.0,47,4
Sat1,200,"[4432, 8338, 18569, 21072]",3.413532643374064,224.49277020582304,1849.18218911761,0.0,47,4
Ppm1g,150,"[164, 5953, 13388, 17626]",1.5052819031362956,223.74715367296116,1903.7630361469232,0.0,48,16
negative_control,361,"[6208, 11715, 14347, 21384]",1.6884553247417131,223.44206759612058,1903.7552334242032,0.0,48,16
negative_control,1767,"[7566, 10540, 20715, 24187]",1.7158951235266324,224.45090065389888,1903.111625831145,0.0,48,16
Ptbp1,167,"[4030, 7872, 11921, 18170]",1.8803904758308634,223.3613266657299,1902.602997918947,0.0,48,16
negative_control,403,"[1789, 3511, 15284, 16358]",2.168422905894487,223.22919485002163,1903.8956611273377,0.0,48,16
negative_control,975,"[5545, 8820, 16683, 22698]",3.0125588028478063,224.04185029610093,1904.3395125254326,0.0,48,16
Tpm4,239,"[165, 3514, 19354, 21075]",2.4800887219566983,225.02915756093353,1894.6804585327395,0.0,49,1
Ppm1g,150,"[171, 5984, 13402, 17642]",0.35843012471713476,235.2895265340877,1887.0330312722292,0.0,50,5
Zyx,271,"[5563, 9129, 18579, 20465]",2.4326403500391316,233.52732681350253,1886.8501997071214,0.0,50,5
Khdrbs1,73,"[173, 15538, 19759, 23398]",1.98192296380991,235.76220015981414,1841.420044788051,0.0,51,2
Vim,261,"[9788, 15316, 16382, 21413]",1.4539803254210957,237.458537728547,1904.8625512989927,0.0,52,30
negative_control,438,"[5568, 16102, 17103, 23040]",1.7168750065919114,237.08043642116894,1904.9249548659013,0.0,52,30
negative_control,1043,"[11346, 11538, 14358, 19581]",1.867682999360546,237.23521107695416,1903.9272151104828,0.0,52,30
negative_control,764,"[4461, 12352, 17922, 20178]",2.5193855490965267,236.97260096378392,1903.3329383614446,0.0,52,30
negative_control,786,"[7899, 11834, 18353, 21679]",2.647341783239117,237.41740900706515,1903.3759435100226,0.0,52,30
Eif4b,37,"[1804, 7591, 10892, 17391]",2.759356173066697,236.82579172377984,1903.1199734841728,0.0,52,30
Lrrc59,79,"[8358, 16963, 18690, 24206]",2.8497144952864786,236.64392478161335,1905.4770358097708,0.0,52,30
Malat1,83,"[2711, 4074, 10585, 14932]",3.2135691298652658,237.35709338864314,1902.6097305688381,0.0,52,30
Prrx1,159,"[592, 9803, 13898, 18821]",1.0298680267942983,245.11723073764418,1889.1670080263518,0.0,53,12
negative_control,1880,"[3553, 8647, 12620, 15327]",1.1701049550678988,243.89300330169755,1890.5556584580263,0.0,53,12
Hspa8,62,"[5327, 12623, 20325, 24041]",2.9124728159912454,245.699978760102,1890.2425962395423,0.0,53,12
negative_control,1362,"[178, 7605, 13211, 17651]",3.0311479860899766,243.6261735554993,1889.755184419285,0.0,53,12
Snrnp70,210,"[11839, 16389, 20741, 24211]",3.55895826843399,242.67323298909997,1888.3935714438762,0.0,53,12
negative_control,1960,"[191, 3244, 8148, 8856]",1.0473645134988359,112.78042453937103,1886.756136747705,0.0,54,1
Rpsa,197,"[201, 4127, 20759, 22525]",3.230941881823537,114.54754393366102,1859.3053135939194,0.0,55,3
Rpsa,197,"[193, 4125, 20756, 22526]",3.446575487612603,113.66277623007407,1894.6025224831901,0.0,56,2
Psmd8,166,"[195, 12143, 15337, 20198]",0.8149558453006284,113.7145863922976,1856.7103533329366,0.0,57,1
Zyx,271,"[5339, 8857, 18369, 20332]",0.7309271990900535,114.55879508084246,1869.5437191153212,0.0,58,13
Rpl18a,187,"[6250, 6813, 10746, 20757]",0.7502773630887135,113.16293848362008,1869.4756875607713,0.0,58,13
Pkm,144,"[768, 4490, 19599, 19884]",0.759537318109796,113.25881997181222,1870.36120020521,0.0,58,13
negative_control,2018,"[12775, 13435, 18830, 23065]",1.0643756123398527,114.32049527048156,1869.911237729174,0.0,58,13
Malat1,83,"[2179, 3590, 10169, 14399]",1.2307887031019118,114.41751299786827,1870.9634482486385,0.0,58,13
Tpi1,237,"[1582, 16734, 20488, 23752]",3.154238021746128,115.07392033809718,1870.3269466647141,0.0,58,13
Pkm,144,"[772, 4498, 19602, 19890]",1.3338633132940947,115.514996685628,1874.6462918980621,0.0,59,7
Aebp1,4,"[203, 6481, 9274, 18206]",1.558813307402821,115.43136494206395,1873.3114577429012,0.0,59,7
Oaf,133,"[4981, 12991, 13434, 17419]",2.4309540620641314,114.40815347359025,1873.5494755047098,0.0,59,7
Psmd8,166,"[207, 12150, 15344, 20202]",3.270948024891651,117.79811080221955,1912.6292842787143,0.0,60,1
Vim,261,"[9496, 14996, 16144, 21149]",0.8861399339470606,117.81317062119943,1851.9494466064384,0.0,61,11
negative_control,968,"[212, 4859, 12381, 19380]",1.3225571868795754,117.29300478874777,1852.9106097727008,0.0,61,11
negative_control,1017,"[6026, 7635, 13913, 19893]",2.8438056768993185,117.07480434735137,1852.69825028971,0.0,61,11
Malat1,83,"[2188, 3597, 10175, 14408]",2.8611111451368685,116.46294660435073,1853.2148820540108,0.0,61,11
Prrx1,159,"[214, 9492, 13632, 18697]",1.0309374277270211,117.40835339662428,1859.330536134666,0.0,62,1
negative_control,1908,"[217, 4505, 11561, 15567]",2.852609339072714,118.52562901569564,1887.6397461189392,0.0,63,1
Rpsa,197,"[219, 4139, 20777, 22536]",1.9109997239270533,120.35222412730522,1856.1103839259229,0.0,64,3
Eif4b,37,"[1587, 7283, 10757, 17131]",1.996438319988101,119.47296150913695,1856.0099889942232,0.0,64,3
negative_control,755,"[4143, 17788, 17959, 22538]",0.17052691741810092,122.01840795275118,1836.0000441875077,0.0,65,5
Vim,261,"[9510, 15005, 16156, 21158]",1.0236338641335978,122.7517256689235,1836.1101986693157,0.0,65,5
Fbln2,42,"[222, 4518, 18843, 23086]",1.2643495542192131,122.50660340981376,1837.1062852788477,0.0,65,5
Rpsa,197,"[226, 4149, 20781, 22541]",2.495956593950275,123.02261418886964,1911.4791282973683,0.0,66,1
Rpsa,197,"[230, 4148, 20783, 22540]",0.5743430193912261,123.2794629319358,1883.8332755407948,0.0,67,3
Hspa8,62,"[5023, 12403, 20214, 23778]",3.6258328418370507,125.59277867091583,1883.1421588034827,0.0,67,3
Aebp1,4,"[231, 6498, 9285, 18215]",1.9906720093497896,123.3869882811848,1860.3173698164085,0.0,68,1
Rpsa,197,"[235, 4155, 20789, 22545]",2.035074522441827,125.35667514276366,1895.150733181938,0.0,69,1
Zyx,271,"[5368, 8887, 18391, 20347]",1.0293524713154203,126.0824833010596,1878.4445284541794,0.0,70,16
Pdia4,141,"[7293, 10629, 16161, 23093]",1.4259411851776034,124.54960335730001,1879.3259522542899,0.0,70,16
Npc2,128,"[2800, 4521, 21457, 22740]",2.700688366807043,123.25417460042748,1879.0564098702416,0.0,70,16
negative_control,1052,"[1597, 10932, 11569, 23770]",3.116693592751621,123.38624684283033,1879.3847298136395,0.0,70,16
Ywhag,265,"[614, 6035, 10198, 17140]",3.1715738226634804,123.49677605505926,1877.477438641869,0.0,70,16
negative_control,1560,"[7653, 11178, 12397, 23564]",3.207396928065802,124.1340139295111,1877.664847229854,0.0,70,16
Rpsa,197,"[239, 4159, 20795, 22548]",1.4038394618793752,126.45971370619219,1888.8713822516286,0.0,71,6
negative_control,1357,"[615, 3264, 15578, 19613]",2.2615935614707015,125.88933417883919,1889.4141449218464,0.0,71,6
negative_control,284,"[1118, 5647, 12405, 21175]",2.527999413548244,126.83517278208694,1889.1921826903026,0.0,71,6
Rpsa,197,"[240, 4152, 20792, 22546]",3.5732124008040484,125.75856385528206,1900.5572623883606,0.0,72,1
Ctsb,25,"[244, 15580, 18219, 20512]",0.7261454904380612,127.14241446220548,1842.2755793508736,0.0,73,1
Rpsa,197,"[246, 4162, 20797, 22551]",1.559460320779126,127.46463535673622,1817.7668122734583,0.0,74,2
Aars,1,"[250, 5649, 7303, 19914]",0.5638674953409847,127.3379202225892,1860.9605685874508,0.0,75,4
Fbln2,42,"[259, 4548, 18860, 23110]",3.7949152300332942,131.139059321736,1883.8974650632344,0.0,76,1
Aars,1,"[261, 5667, 7320, 19929]",3.459629516354168,132.38672481470857,1887.7010610391978,0.0,77,1
Tmbim6,230,"[7956, 12808, 14168, 23444]",2.1986566383212183,132.40428665293277,1859.2903474417053,0.0,78,2
Igfbp6,68,"[1621, 4180, 16424, 21481]",2.2598363993638255,133.6961397198087,1842.9012565267312,0.0,79,3
Rpsa,197,"[269, 4179, 20823, 22558]",1.3242886118427026,134.02006798223593,1909.6210174581395,0.0,80,9
Gsto1,54,"[8420, 17987, 20525, 22887]",1.7860068263219242,132.95198694920873,1910.2090349340613,0.0,80,9
Hspd1,64,"[2845, 9873, 17006, 18611]",1.8519433893147612,133.51434714677185,1910.9950956899497,0.0,80,9
negative_control,1815,"[5051, 7323, 9303, 13253]",3.8368724551424647,134.18566612359174,1910.2275402265482,0.0,80,9
negative_control,497,"[7020, 15365, 17676, 23116]",1.164949944618637,133.4623107513076,1853.608132997657,0.0,81,3
Rpsa,197,"[271, 4184, 20818, 22559]",3.680178018559441,134.18791889347094,1853.8815610932024,0.0,81,3
negative_control,1716,"[276, 6534, 15373, 17805]",1.487902304682415,136.41778743910862,1875.8949359480648,0.0,82,5
Emp1,39,"[830, 5056, 9884, 18406]",3.184726574561513,135.7822615556747,1875.5601655681755,0.0,82,5
Lamp1,74,"[7338, 10772, 12827, 15376]",1.3874446205369542,138.499434774488,1838.7781347385708,0.0,83,4
Fbln2,42,"[282, 4572, 18871, 23133]",1.7921414743001247,138.0640516002708,1839.5315533278927,0.0,83,4
Rpsa,197,"[286, 4200, 20842, 22568]",1.714249219630319,139.92369151117197,1911.4510930406832,0.0,84,1
Prrx1,159,"[287, 9564, 13689, 18720]",2.4791916682843067,140.41350933390464,1892.2838964235602,0.0,85,1
Rpl18a,187,"[6293, 6851, 10777, 20847]",1.0791431567185557,142.76681221258806,1806.511178280397,0.0,86,3
Psmd8,166,"[291, 12196, 15382, 20229]",3.64569364188077,140.9943763128402,1822.9258716398754,0.0,87,1
Fbln2,42,"[292, 4583, 18877, 23145]",2.134985995588381,141.61762170613235,1829.637650938596,0.0,88,1
negative_control,558,"[293, 15861, 17015, 18875]",3.799678168798998,140.7913456305087,1870.1693528700337,0.0,89,1
Rpsa,197,"[296, 4210, 20848, 22571]",1.2911456274907942,142.27146061964382,1863.1582742443675,0.0,90,1
Psmd2,163,"[298, 7702, 12207, 23821]",3.4808353551741402,143.27663153236392,1802.716836380895,0.0,91,1
Aebp1,4,"[301, 6549, 9324, 18240]",0.7989092572806189,143.9088058580362,1836.7709688476152,0.0,92,4
Tubb5,246,"[2884, 13970, 17189, 21984]",0.853248828628179,143.86751308237888,1835.423508962419,0.0,92,4
Rpsa,197,"[302, 4213, 20853, 22575]",1.5509710737050888,144.11472127098983,1850.8208863833056,0.0,93,1
Aebp1,4,"[305, 6551, 9325, 18243]",0.5303309772746134,144.5417530833235,1893.5738895321135,0.0,94,5
Tubb5,246,"[2888, 13978, 17198, 21991]",2.1941029342108327,145.99762036271156,1894.460459053652,0.0,94,5
negative_control,1886,"[856, 7980, 8937, 15078]",1.8141737853362112,145.05090314896137,1880.9835764846164,0.0,95,6
negative_control,401,"[309, 10984, 12209, 18625]",2.854415046197994,146.8880915085754,1880.6892981269316,0.0,95,6
Rac1,175,"[1905, 7151, 15870, 17192]",2.9099146432677014,144.10787359838613,1881.4507922679115,0.0,95,6
Prrx1,159,"[313, 9592, 13710, 18727]",2.2267157605815946,148.94088875954702,1826.3677826066487,0.0,96,1
Rpsa,197,"[323, 4225, 20868, 22584]",1.3336159952017466,151.02483918115013,1854.5410792744601,0.0,97,1
Rpsa,197,"[324, 4234, 20873, 22586]",2.4169506968585557,152.13165600782,1802.2130594268795,0.0,98,1
Rpsa,197,"[326, 4233, 20871, 22587]",1.9703594581276413,152.06307015880355,1864.778089673864,0.0,99,1
Fbln2,42,"[327, 4606, 18892, 23173]",0.5504447408297802,152.06100550005561,1856.932892472979,0.0,100,1
Psmd2,163,"[331, 7722, 12221, 23849]",3.2306790278030046,154.10820420055734,1886.4157931538011,0.0,101,1
Ctsb,25,"[333, 15631, 18253, 20573]",1.5069141855430515,154.35813077041516,1881.0606262966996,0.0,102,1
Psmd2,163,"[334, 7721, 12222, 23850]",3.670934372134528,154.609703991319,1822.8288896748245,0.0,103,2
Aebp1,4,"[341, 6579, 9350, 18255]",2.8923146600500664,156.82725384459792,1821.4684078851556,0.0,104,1
Slc25a1,208,"[9613, 12867, 18258, 22925]",0.6683836578757669,158.17553934596322,1794.9927679085495,0.0,105,2
Psmd8,166,"[352, 12231, 15411, 20251]",0.9732330008374639,159.8595233807087,1798.1334904122887,0.0,106,1
Fbln2,42,"[353, 4629, 18905, 23192]",3.7600458087970186,160.81015257362353,1815.3838273483311,0.0,107,1
Mdh2,85,"[8024, 13512, 16596, 21536]",0.12463540369562699,163.10705868977078,1828.5588695862284,0.0,108,8
Rpsa,197,"[356, 4260, 20893, 22593]",0.335770215305516,161.74200148085862,1828.5071090554034,0.0,108,8
Ehmt2,31,"[1672, 9202, 11778, 17507]",1.692391787197911,161.94952813019057,1829.3414308319047,0.0,108,8
Tubb5,246,"[2935, 14005, 17230, 22031]",3.5876487439703384,161.9538900154701,1828.8604418785671,0.0,108,8
Fbln2,42,"[365, 4638, 18908, 23197]",3.8803417684776256,163.26091405791288,1908.0562740676714,0.0,109,1
Fbln2,42,"[367, 4641, 18910, 23201]",1.0904847280159347,164.79330071939893,1921.2092943577697,0.0,110,2
Efemp1,29,"[1964, 10677, 19128, 22934]",0.42893139492428445,164.2488455543123,1844.568827152634,0.0,111,4
Ctsb,25,"[368, 15645, 18263, 20590]",2.6750514858507843,164.5471567104445,1844.2356729447026,0.0,111,4
Rpl21,188,"[1965, 11019, 11780, 20591]",0.374817974696675,165.13837502149278,1851.7335400865552,0.0,112,7
Lrrc59,79,"[8240, 16822, 18638, 24108]",0.7901024546338777,165.5811424852801,1851.3137156897383,0.0,112,7
Crlf1,19,"[667, 9365, 15136, 17836]",3.4241743625541217,166.58027626114236,1849.94180077052,0.0,112,7
Vim,261,"[9632, 15139, 16249, 21259]",0.43201310056133957,166.34622616667554,1800.0135739984112,0.0,113,6
Hspa8,62,"[5150, 12479, 20255, 23876]",1.6710439438729405,167.53727795755222,1799.4773468512255,0.0,113,6
Ran,178,"[7420, 9363, 17513, 21762]",3.8387666039192716,165.8766630395729,1799.899942578131,0.0,113,6
Rpsa,197,"[373, 4272, 20908, 22603]",0.6985120154858698,166.65905463876902,1864.3651895073701,0.0,114,1
negative_control,1223,"[4275, 10348, 16601, 20913]",1.2006522811606335,167.77643689857803,1926.607000253535,0.0,115,7
Hspa8,62,"[5149, 12476, 20253, 23872]",1.8594523256367985,166.0879359933027,1925.8260872164853,0.0,115,7
negative_control,1031,"[11250, 14643, 18045, 22604]",1.876217841765865,167.0298326385971,1926.128779252681,0.0,115,7
H1f0,55,"[8494, 9962, 15141, 22043]",2.177246515362105,166.94291514038164,1925.5350652600266,0.0,115,7
Rpsa,197,"[379, 4277, 20914, 22605]",1.799313537334388,168.23820736206574,1821.9879546407335,0.0,116,1
Myc,117,"[380, 4911, 6892, 22780]",1.0905200343401904,169.25193631853338,1903.102995122453,0.0,117,1
negative_control,690,"[388, 8037, 14251, 22055]",3.0745787430660583,171.7080926835715,1799.2162885719456,0.0,118,1
Rpsa,197,"[390, 4286, 20924, 22615]",2.429143982788489,172.57103520813084,1807.4896148404057,0.0,119,1
negative_control,2019,"[13755, 17522, 19144, 23218]",1.6990084678390058,173.5629010068732,1853.9113967523695,0.0,120,4
Aebp1,4,"[391, 6621, 9375, 18269]",2.1207564410878605,172.69087652311583,1854.8196845498464,0.0,120,4
Aebp1,4,"[395, 6620, 9377, 18270]",1.5314526777534898,173.23540963942702,1842.3071761331219,0.0,121,1
Fbln2,42,"[398, 4659, 18919, 23219]",0.6130330060366549,174.15640339115095,1857.361981631915,0.0,122,1
Rpsa,197,"[399, 4294, 20931, 22618]",1.0703064442315013,174.3221793784206,1868.2176868128581,0.0,123,1
Fbln2,42,"[402, 4662, 18920, 23220]",2.3743757033731487,174.92262464227298,1864.5551898745096,0.0,124,1
Rpsa,197,"[404, 4296, 20933, 22619]",1.1281371533968132,175.11949856493976,1862.7026251477798,0.0,125,1
Rpsa,197,"[407, 4298, 20936, 22620]",1.5433101077168447,175.6651644480188,1919.2449158367679,0.0,126,1
Aars,1,"[408, 5809, 7448, 20039]",2.9860216159088337,176.92648108773102,1927.9572436239314,0.0,127,1
Fbln2,42,"[413, 4676, 18926, 23234]",3.467655789162041,178.93059450720688,1891.4208181711456,0.0,128,1
Sfpq,206,"[7192, 12037, 16624, 18929]",0.4242666451176715,179.98981871664228,1825.3538192140088,0.0,129,2
Fbln2,42,"[416, 4680, 18927, 23235]",1.1434604589474446,179.54001993090657,1836.229646149657,0.0,130,7
Neat1,125,"[681, 6901, 17043, 19311]",1.2345861577057884,178.05851323121988,1836.2363063852838,0.0,130,7
negative_control,801,"[2473, 6352, 15955, 23227]",2.4673214405061468,178.24794664530742,1836.3898055575037,0.0,130,7
Lamp1,74,"[7455, 10821, 12901, 15452]",1.8224630283837318,180.529330026916,1814.359632126399,0.0,131,6
Rpn2,190,"[2006, 4919, 17275, 20944]",1.8989458941915798,180.3955073243154,1814.2913923292488,0.0,131,6
Rpsa,197,"[427, 4322, 20957, 22633]",1.182315710657078,184.67569788317883,1908.5121535097546,0.0,132,1
Aebp1,4,"[429, 6656, 9392, 18285]",2.2554251186271514,184.81796846389602,1810.937625765922,0.0,133,2
Aars,1,"[435, 5834, 7466, 20060]",2.5247236850411796,185.9560232475658,1858.4721130550379,0.0,134,1
Rpsa,197,"[437, 4331, 20964, 22636]",3.3422107098756246,187.47427894738075,1794.687638687892,0.0,135,1
