gene,gene_number,cpath,cost,x,y,z,cc,cc_size
Eef1g,28,"[923, 6119, 8499, 13746]",2.5550119758820475,169.68030207600333,1845.1025948631286,0.0,271,6
Got2,51,"[1441, 7749, 19474, 20019]",3.6105460589481178,171.1908559154156,1845.2595958735387,0.0,271,6
Pa2g4,135,"[924, 8245, 11642, 20259]",1.1571783797607698,170.22759863470068,1919.4992469632998,0.0,272,1
negative_control,273,"[927, 6342, 9646, 21271]",1.077570611325758,171.7875288155356,1799.996193616184,0.0,273,3
negative_control,2011,"[15151, 17519, 20600, 22943]",2.0373319768447042,171.33001462755175,1798.4630333401353,0.0,273,3
Pkm,144,"[930, 4655, 19677, 20024]",1.2182977567000564,172.20202721280788,1795.1378302120957,0.0,274,1
Eef1g,28,"[933, 6123, 8510, 13756]",2.7479142392074283,173.80656024509474,1825.8138822198382,0.0,275,1
Emp1,39,"[937, 5170, 9982, 18478]",3.0316075679646532,175.0643729328905,1811.853175602258,0.0,276,1
Pa2g4,135,"[938, 8257, 11649, 20263]",0.2402707728389114,175.47369105417621,1906.8785656013201,0.0,277,1
Sfpq,206,"[7183, 12032, 16618, 18923]",0.9813111834943942,176.27658470558234,1842.9666486760048,0.0,278,9
negative_control,971,"[939, 4303, 6626, 19489]",2.011626873913259,176.36484160666512,1842.875578899403,0.0,278,9
negative_control,1840,"[1205, 9001, 12895, 13759]",2.980346914216055,175.77157116667243,1843.1663288472155,0.0,278,9
Emp1,39,"[943, 5174, 9986, 18480]",0.31247494821531085,176.96571610654433,1804.527404815512,0.0,279,1
Pkm,144,"[946, 4675, 19683, 20045]",1.5771200765389684,178.6481358830584,1820.2261202843863,0.0,280,1
Vat1,259,"[4681, 8263, 19494, 22627]",1.4425659677539036,179.46204377980672,1845.9538732202739,0.0,281,4
Zyx,271,"[5467, 9012, 18485, 20410]",1.4982387635095427,180.29115395741033,1847.4822126136974,0.0,281,4
Tpm1,238,"[948, 15956, 19151, 22410]",2.009479905861205,178.8231301111263,1841.1852382798015,0.0,282,1
Emp1,39,"[951, 5181, 9993, 18487]",2.5700254535109543,180.463717897231,1914.158520864617,0.0,283,2
Emp1,39,"[953, 5183, 9998, 18490]",1.2791832826381377,181.80831013564904,1831.7235500556403,0.0,284,1
Emp1,39,"[956, 5186, 9997, 18489]",3.5929348027206243,181.74327275291319,1922.445701407646,0.0,285,1
Emp1,39,"[957, 5189, 10002, 18494]",0.21276862345773997,182.9353858895223,1860.232550104267,0.0,286,1
Mbd3,84,"[4319, 11890, 14719, 18759]",1.2165219020620957,183.8626884433381,1901.0515356269536,0.0,287,8
Tpm1,238,"[959, 15968, 19160, 22420]",1.5081528306659642,184.53484242050615,1900.1427157408093,0.0,287,8
Ybx1,263,"[13774, 16860, 22092, 24133]",1.6334572034088943,184.15276774648518,1900.7179196906604,0.0,287,8
U2af2,249,"[1465, 6908, 13129, 15676]",1.758491090897988,183.70966410153787,1900.9309796034586,0.0,287,8
Il1rl1,69,"[2498, 5829, 20630, 23667]",3.8574981505824564,184.38835738751413,1900.9044458743747,0.0,287,8
Emp1,39,"[960, 5191, 10008, 18496]",2.9877896235151176,185.07504916291614,1808.463210051709,0.0,288,1
Tpm1,238,"[963, 15970, 19165, 22423]",1.9585493557907128,186.03304622443144,1922.1850308467247,0.0,289,2
Pkm,144,"[968, 4704, 19700, 20069]",1.8325889789386283,188.97521080845837,1915.2125139074203,0.0,290,1
Emp1,39,"[972, 5204, 10022, 18503]",3.4535776388875172,190.33440849479052,1881.4186728922102,0.0,291,1
Pkm,144,"[973, 4708, 19702, 20079]",3.288756259046026,190.70660183603076,1869.897634940065,0.0,292,1
Pkm,144,"[974, 4710, 19705, 20078]",1.6468334233269273,191.30260398572105,1810.2078877167282,0.0,293,1
Eif4b,37,"[1732, 7484, 10836, 17302]",1.9914308800393639,192.02896379415557,1903.3421468791284,0.0,294,3
Emp1,39,"[975, 5208, 10026, 18505]",3.0974354447948307,192.1186697334556,1902.8372277931949,0.0,294,3
Emp1,39,"[983, 5212, 10034, 18509]",0.1506215505308227,194.33991506840914,1922.1641931028398,0.0,295,1
Emp1,39,"[988, 5215, 10039, 18512]",1.979116932832078,196.05241429485403,1889.270957951497,0.0,296,1
Rab7,174,"[990, 3930, 7498, 9228]",3.427444243523077,196.37583240402958,1909.2803620596178,0.0,297,1
Jun,70,"[5495, 14294, 18514, 23290]",3.5288434236727886,196.79431561864612,1914.1574767385137,0.0,298,2
Eef1g,28,"[997, 6168, 8571, 13813]",0.6728435515450905,201.13334085016967,1896.4433926203649,0.0,299,1
negative_control,1592,"[998, 3453, 15481, 21608]",1.4075987999258062,200.75353811965394,1835.626371698796,0.0,300,2
Emp1,39,"[999, 5232, 10055, 18523]",1.0645976870997946,201.64547905993092,1844.8934041357902,0.0,301,1
Emp1,39,"[1002, 5231, 10054, 18524]",0.29336837064703464,201.77879965225569,1910.4598400019825,0.0,302,2
negative_control,316,"[1003, 6172, 9417, 23515]",2.364918715479858,201.96329096768994,1816.2576134978867,0.0,303,2
Fus,47,"[11498, 16024, 17073, 20112]",1.489334278233892,204.20324598268655,1809.6797299520294,0.0,304,8
Oxct1,134,"[3463, 7823, 15485, 23691]",2.8589652481674346,203.15358631404476,1808.5126694640776,0.0,304,8
Ncl,121,"[3465, 6699, 21615, 23313]",1.0069911408514025,203.55944120750783,1856.9671826909275,0.0,305,5
Nap1l1,120,"[8575, 11681, 14310, 18306]",2.9548676592382215,202.42592061004333,1855.9072396581596,0.0,305,5
Emp1,39,"[1011, 5238, 10064, 18526]",0.6932170350429556,204.44356661013794,1913.8915415293025,0.0,306,1
Emp1,39,"[1014, 5242, 10066, 18527]",0.5934992074970843,205.33979560337488,1816.6498633552717,0.0,307,2
Emp1,39,"[1016, 5243, 10070, 18530]",1.349806098013883,206.07243302665373,1875.7785957101405,0.0,308,1
Gas1,50,"[1517, 7094, 13576, 17592]",1.7270934906156663,207.59112248300104,1920.005715039055,0.0,309,9
Ugdh,255,"[1261, 5245, 10718, 15241]",2.2547978268397983,206.475969444749,1920.0532724609038,0.0,309,9
Tpm1,238,"[1020, 16035, 19213, 22463]",2.3328944998951755,207.45386936972622,1920.6412669828214,0.0,309,9
Vim,261,"[9732, 15246, 16327, 21349]",3.134786742596804,208.40122357456733,1922.3676455545046,0.0,309,9
Emp1,39,"[1022, 5250, 10076, 18532]",3.6394631732095664,209.26673166036727,1895.426153604995,0.0,310,1
Emp1,39,"[1023, 5253, 10080, 18536]",1.780958376305967,210.16178820681034,1820.193966982421,0.0,311,1
Tpm1,238,"[1026, 16042, 19217, 22471]",0.6756633443008856,211.6460572609159,1912.913709291735,0.0,312,2
Emp1,39,"[1029, 5258, 10084, 18541]",0.7886213013172207,212.98113997523615,1841.4035174799549,0.0,313,1
Vim,261,"[9744, 15263, 16340, 21363]",1.6158817641699987,215.39329988525114,1901.1395379210087,0.0,314,8
Eef1g,28,"[1038, 6197, 8603, 13851]",2.301004635855194,216.5117900885569,1900.163644087624,0.0,314,8
Cct3,9,"[1281, 11706, 17900, 21836]",3.1046370933909015,216.24010925718102,1900.4959766088928,0.0,314,8
Hnrnpk,59,"[2094, 6737, 10516, 17612]",3.5045659204009034,216.7888211059648,1900.998090508946,0.0,314,8
Vim,261,"[9756, 15277, 16351, 21377]",0.8017600654570709,220.12977788524302,1852.1746224279377,0.0,315,5
Emp1,39,"[1043, 5273, 10097, 18556]",1.5927633756551312,219.37133653928262,1852.7995006254268,0.0,315,5
Hif1a,57,"[7236, 17619, 18331, 23015]",2.303699104916066,219.42547402360964,1854.3066063880474,0.0,315,5
Pkm,144,"[1045, 4794, 19738, 20148]",1.0413247843864812,221.1544356926175,1826.8469182412875,0.0,316,1
Emp1,39,"[1047, 5279, 10103, 18564]",1.0618389888893405,222.72935857501352,1836.3678931892584,0.0,317,10
Mbd3,84,"[4431, 11920, 14884, 18802]",1.2686640212980893,223.2004840581377,1835.7888149659652,0.0,317,10
Psap,160,"[6206, 14348, 16681, 23715]",1.3412527233170966,223.2801458348975,1835.337326553095,0.0,317,10
negative_control,320,"[1052, 6758, 11524, 23533]",2.383755857725377,224.50339206483116,1832.899704750949,0.0,317,10
negative_control,446,"[5547, 16510, 19741, 22194]",2.898844766203562,223.65666089312998,1834.1836614458837,0.0,317,10
Emp1,39,"[1048, 5285, 10105, 18565]",1.5601195284344294,223.4350273961564,1900.9495239222952,0.0,318,2
Ywhaz,268,"[1049, 15286, 18680, 22193]",0.8170138191806537,223.3399089610338,1855.9705320360108,0.0,319,1
Eef1g,28,"[1050, 6205, 8613, 13861]",3.601168114771487,222.92310741092456,1891.046165249812,0.0,320,1
Eef1g,28,"[1051, 6210, 8617, 13864]",2.1909679824180723,224.89962468458904,1886.0971702979864,0.0,321,1
Tpm1,238,"[1056, 16080, 19242, 22494]",1.227911871613405,228.04444574703513,1850.7701089041857,0.0,322,1
Cox7a2l,18,"[1057, 10733, 11526, 19356]",3.568712647789539,228.21681647923165,1911.9401782736754,0.0,323,1
Tpm1,238,"[1059, 16084, 19246, 22498]",0.34174557242102566,229.42975045261804,1874.8829796553894,0.0,324,1
Emp1,39,"[1060, 5294, 10118, 18572]",2.9566031320368893,228.75426002253866,1901.3891027499599,0.0,325,2
Pkm,144,"[1062, 4810, 19751, 20164]",1.0267860943198202,229.64376189349946,1844.1389114452277,0.0,326,1
Psmd7,165,"[3523, 15298, 18346, 22833]",1.8008110357311176,231.0862875049909,1882.6340709537621,0.0,327,8
negative_control,1421,"[6775, 12111, 17915, 21668]",2.1239288151502667,232.13650089105627,1882.8756367087492,0.0,327,8
Ybx1,263,"[13875, 16957, 22214, 24200]",2.321768537565997,232.1016733038263,1881.7980113403182,0.0,327,8
Eef1g,28,"[1067, 6222, 8626, 13876]",2.7122321889262455,232.1571052909627,1869.750017267467,0.0,328,1
Pkm,144,"[1069, 4822, 19755, 20174]",2.5602279492524977,234.30029312714402,1898.6169067884164,0.0,329,1
Eif4g2,38,"[6232, 7596, 12613, 19763]",2.949451085921581,238.3919902946211,1882.8678587871846,0.0,330,2
Ube2m,252,"[1077, 5995, 17763, 20320]",0.5911348361851975,239.8311484950599,1867.249930934648,0.0,331,2
Pkm,144,"[1085, 4844, 19768, 20185]",2.4408475494144275,244.7394676475156,1878.0834693197482,0.0,332,1
Pkm,144,"[1086, 4847, 19769, 20188]",0.9704435840246854,245.71937219588887,1862.8353333149962,0.0,333,1
Fus,47,"[11549, 16119, 17111, 20193]",2.239741197309267,251.35870746022732,1891.3494676906712,0.0,334,2
Cox7a2l,18,"[1090, 10745, 11550, 19369]",2.5903243616677396,253.60151636146085,1878.476413896037,0.0,335,1
Nedd4,126,"[1095, 5602, 8379, 10747]",2.292933614821725,113.34590175615298,1851.7088623902841,0.0,336,1
Nedd4,126,"[1096, 5603, 8378, 10748]",1.9993891333859857,113.70039867123691,1897.943629012926,0.0,337,1
negative_control,297,"[1098, 9276, 12996, 16140]",2.1439331262468984,116.03275863016174,1854.5397035314609,0.0,338,2
negative_control,280,"[2206, 10184, 11564, 21151]",0.8325586735189406,118.72219940035961,1832.2717269295383,0.0,339,8
negative_control,1430,"[1836, 14415, 21904, 22311]",1.9511539354627536,118.01019840863373,1831.5357053524144,0.0,339,8
Zyx,271,"[5347, 8862, 18376, 20335]",3.1115687891173773,118.83523733031981,1832.9552405788763,0.0,339,8
Ugdh,255,"[1102, 4999, 10622, 14998]",3.394333415200272,119.00133765963646,1833.0987611180162,0.0,339,8
negative_control,284,"[1116, 5645, 12401, 21165]",3.7373286711094247,125.106258727578,1855.2006068646856,0.0,340,1
negative_control,935,"[1139, 14496, 18714, 21199]",2.8478226502798973,135.6764110381416,1905.0111743762334,0.0,341,1
Ptges3,168,"[1143, 4187, 8918, 23125]",1.2327193220708978,136.29450981672562,1925.1549770060292,0.0,342,1
Nedd4,126,"[1148, 5700, 8436, 10775]",2.9072536562158,140.83353812594106,1874.0547108079784,0.0,343,1
Nedd4,126,"[1151, 5701, 8441, 10776]",0.5256190156241948,141.97227021372856,1901.6292961964077,0.0,344,1
Cct3,9,"[1154, 11603, 17815, 21738]",3.715985347213634,145.39132686156654,1809.3779345609619,0.0,345,1
Mrpl4,101,"[1159, 11772, 15875, 16780]",2.6847773022522157,146.70130856831858,1826.6009121737868,0.0,346,3
Myh9,118,"[8204, 8940, 15877, 23156]",2.9320231770407945,146.00757011904128,1824.7899301544821,0.0,346,3
Nedd4,126,"[1164, 5734, 8456, 10786]",2.873992751092016,150.1447815605527,1901.3606083450102,0.0,347,1
Ugdh,255,"[1170, 5110, 10666, 15099]",3.0344338226833436,152.1548285712148,1809.4555447946886,0.0,348,1
Ugdh,255,"[1174, 5120, 10670, 15107]",1.7630279539673732,154.6505704536102,1847.8468716103662,0.0,349,1
Ugdh,255,"[1178, 5125, 10671, 15110]",0.9415978155697888,156.58062610496205,1832.08274171536,0.0,350,3
Il1rl1,69,"[2390, 5753, 20576, 23619]",3.9824993819654337,157.29635828565443,1831.2356831875732,0.0,350,3
Nedd4,126,"[1182, 5758, 8475, 10795]",2.611804040072344,158.9236293815727,1826.4897378361782,0.0,351,1
Ptges3,168,"[1194, 4274, 8987, 23206]",2.045151699619439,167.30192441987987,1829.0138693366239,0.0,352,2
Ptges3,168,"[1198, 4279, 8990, 23212]",1.4403457923260696,169.62830793502093,1843.8857075961134,0.0,353,1
negative_control,1958,"[1200, 5162, 8252, 13110]",1.8817756889250705,172.1252264485551,1861.1943486294135,0.0,354,1
negative_control,938,"[1202, 13113, 15433, 19478]",1.0537377857878156,173.9725220987619,1897.2410098572605,0.0,355,1
Trap1,240,"[3401, 11038, 17528, 22947]",2.143799688365313,176.51999327440643,1832.4840974393724,0.0,356,5
negative_control,583,"[1208, 5458, 7445, 24120]",2.5276413986708453,176.0811197627707,1834.2195933087326,0.0,356,5
Ugdh,255,"[1209, 5176, 10684, 15163]",1.2134458007014153,177.5256083254336,1817.8685991749232,0.0,357,2
Zyx,271,"[5466, 9006, 18481, 20408]",1.1232529537372842,178.58146212696758,1930.051877929168,0.0,358,10
Got2,51,"[1455, 7764, 19491, 20042]",1.7354470864728284,178.59993234183858,1930.564133039399,0.0,358,10
Paics,137,"[6633, 11456, 14031, 17534]",1.827183903545528,178.71983442643008,1928.9545706416927,0.0,358,10
Ywhaq,267,"[11461, 13533, 19827, 24123]",1.841832303862216,179.31967463956155,1822.4432541060683,0.0,359,5
Nedd4,126,"[1212, 5813, 8527, 10819]",2.889982296385444,178.85340615573787,1822.6268888798204,0.0,359,5
U2af2,249,"[1457, 6904, 13123, 15670]",0.5287587017880763,179.45489653608783,1887.261680912906,0.0,360,2
Maged1,82,"[12908, 16473, 18764, 22425]",1.2098649498755065,186.7254472293724,1834.458992970261,0.0,361,5
Ran,178,"[7467, 9396, 17545, 21794]",1.8160703364881734,186.09826269303568,1834.7903244505235,0.0,361,5
Ptges3,168,"[1223, 4325, 9027, 23252]",3.7242543726506865,186.18910118951374,1833.134942855547,0.0,361,5
negative_control,1840,"[1224, 9026, 12909, 13779]",2.1275951169936342,186.45182758690416,1843.9459973210655,0.0,362,2
Ptges3,168,"[1225, 4330, 9028, 23251]",0.3395685441997415,186.92870106076174,1866.503583584355,0.0,363,1
Cct3,9,"[1229, 11666, 17863, 21797]",2.385088501964554,188.4718461757363,1811.7938509331884,0.0,364,1
Nedd4,126,"[1231, 5843, 8545, 10833]",3.3369538330413744,189.51240314044486,1907.9031821207802,0.0,365,1
Ptges3,168,"[1239, 4348, 9042, 23275]",2.1628702489931104,193.66925799447608,1919.9261416914903,0.0,366,1
Ugdh,255,"[1243, 5217, 10706, 15215]",0.7222781454774535,196.76712699857123,1892.94551568192,0.0,367,1
Nedd4,126,"[1247, 5877, 8570, 10846]",3.3795503975317676,200.33210367343742,1814.2915128005309,0.0,368,1
Nedd4,126,"[1251, 5886, 8576, 10848]",1.5877904709430044,202.32469849862963,1832.566422186319,0.0,369,1
Ptges3,168,"[1264, 4385, 9075, 23326]",1.7981860662137772,207.67096955282327,1849.7611495092347,0.0,370,1
Ptges3,168,"[1267, 4395, 9083, 23330]",2.288451237950738,210.57895854973935,1901.154832705901,0.0,371,1
Cct3,9,"[1273, 11704, 17897, 21833]",2.5949377708230266,213.6702859620181,1835.127690864444,0.0,372,1
Ugdh,255,"[1279, 5264, 10724, 15266]",2.7460402939338193,215.80477009393178,1857.220497665036,0.0,373,1
Ugdh,255,"[1291, 5289, 10730, 15291]",1.8235916943299155,224.69629103591495,1915.0360190373717,0.0,374,1
Nedd4,126,"[1307, 5978, 8629, 10887]",3.49301912470308,233.01889569495756,1905.1008212421016,0.0,375,1
Msn,112,"[5983, 7590, 19252, 23397]",0.6961534498195678,235.8420817693259,1898.4830925601104,0.0,376,2
Nedd4,126,"[1312, 5987, 8636, 10891]",2.863259081134671,237.32390325830306,1877.9699119091297,0.0,377,1
St13,220,"[7250, 9261, 12123, 13604]",1.1797640642897713,238.35060704873732,1887.9262014494393,0.0,378,6
Vim,261,"[9789, 15318, 16384, 21415]",3.1354348618598724,237.8654246899399,1886.0459240209595,0.0,378,6
Ptges3,168,"[1316, 4467, 9143, 23409]",3.6199485020993767,239.70567214361165,1888.187784555946,0.0,378,6
Nap1l1,120,"[8641, 11734, 14362, 18355]",3.627047776000552,239.56761317026485,1889.6953597201223,0.0,378,6
Nedd4,126,"[1320, 6001, 8646, 10896]",3.309595982939444,243.19859372000354,1861.1158737094884,0.0,379,1
Nedd4,126,"[1323, 6004, 8649, 10898]",0.8767904422064897,245.91495555818224,1895.2561608390345,0.0,380,1
Grina,53,"[11749, 16537, 17945, 19886]",0.53443585861967,114.14659960835533,1882.3784636635328,0.0,381,10
Clta,15,"[10616, 11945, 15338, 23552]",1.3788191112585857,114.73743421006361,1883.515558516382,0.0,381,10
Hspa8,62,"[4978, 12374, 20196, 23748]",2.334548701000024,113.07163466217685,1884.1755706834645,0.0,381,10
Cs,20,"[7274, 11558, 13224, 20487]",2.8401238702902325,114.2243156518723,1884.268053093117,0.0,381,10
negative_control,1863,"[1340, 3248, 17420, 21896]",3.646965650235826,115.38312911701088,1854.7911349360556,0.0,382,1
U2af2,249,"[1344, 6822, 13001, 15563]",2.1371682812124266,118.49055526602456,1910.6768573130275,0.0,383,1
Pdia6,142,"[1345, 6489, 14420, 17956]",2.8712111025284415,119.77579328799371,1873.3899316256823,0.0,384,1
Got2,51,"[1347, 7642, 19386, 19897]",2.075208264929856,119.6131452818042,1883.717837098241,0.0,385,1
U2af2,249,"[1352, 6827, 13010, 15572]",1.3006229620510523,122.49864390884375,1824.0495566140808,0.0,386,1
Uqcrq,257,"[1354, 4867, 9511, 13927]",1.7068151141825723,122.91577903075284,1915.3997361792854,0.0,387,1
Clta,15,"[10630, 11955, 15354, 23565]",0.37776923088450215,124.61610079507608,1921.6398366539952,0.0,388,3
Tubb5,246,"[2805, 13932, 17145, 21925]",0.9311731094258353,124.80046354084479,1921.3200307988884,0.0,388,3
Got2,51,"[1357, 7652, 19392, 19910]",1.4238292986059475,124.55937060384025,1852.1804421476843,0.0,389,2
Zyx,271,"[5364, 8888, 18390, 20345]",1.2369790306236326,125.4483892314694,1846.0247795218374,0.0,390,4
negative_control,1623,"[4535, 16994, 18705, 22743]",2.141375051391461,126.56712918190537,1845.0157359720974,0.0,390,4
Puf60,171,"[6269, 9289, 19394, 19781]",0.256238235954504,125.28308810275443,1874.023878161656,0.0,391,5
negative_control,1803,"[10938, 11573, 16995, 20793]",1.5383536209173618,126.39872537635499,1875.148882198677,0.0,391,5
Gas1,50,"[1360, 7014, 13450, 17442]",2.8941613046124335,125.39125844478515,1872.3697164708042,0.0,391,5
U2af2,249,"[1364, 6836, 13021, 15583]",2.605522008768363,128.81917111210387,1893.4573174278614,0.0,392,1
U2af2,249,"[1367, 6842, 13024, 15589]",3.694930566166867,130.2024578316361,1886.0745400331657,0.0,393,1
Uqcrq,257,"[1371, 4878, 9542, 13945]",3.0712357597754494,131.95133909681715,1820.5642154642903,0.0,394,1
Got2,51,"[1372, 7672, 19407, 19927]",0.8742169530714354,132.73541912555163,1868.6327812017194,0.0,395,1
negative_control,1826,"[2268, 6845, 9878, 13464]",1.7803455730608448,133.7350646711471,1859.9292049460732,0.0,396,2
Hmgcs1,58,"[1374, 8422, 18227, 23802]",1.2145058640596709,134.45856370494613,1847.052010999696,0.0,397,1
Prkcsh,152,"[1376, 12819, 14499, 23808]",3.870474488064006,135.91135494870113,1901.349274949294,0.0,398,1
Arpc2,7,"[1379, 3291, 19077, 23446]",2.8559757720898182,136.02435321413626,1894.4437737420683,0.0,399,1
negative_control,1024,"[1380, 7143, 13260, 22345]",3.895648588485507,136.46928570250157,1835.1297764657663,0.0,400,1
U2af2,249,"[1384, 6850, 13043, 15606]",1.0601734543778105,140.15138061607922,1833.6367899789386,0.0,401,1
Prkcsh,152,"[1385, 12832, 14524, 23817]",2.128312411567504,140.3430276861133,1888.5734836941388,0.0,402,1
U2af2,249,"[1395, 6859, 13055, 15618]",2.764732875726867,145.28155305888745,1820.0942244962284,0.0,403,2
Arpc2,7,"[1398, 3323, 19101, 23458]",1.1229133711331616,146.9801747138386,1861.6141245005745,0.0,404,1
negative_control,1955,"[5403, 8454, 10291, 12849]",2.2472923772319806,149.0703969363768,1882.1490573652156,0.0,405,7
Got2,51,"[1400, 7711, 19430, 19967]",3.5813756827081704,148.00921710964613,1881.447161029579,0.0,405,7
negative_control,893,"[2357, 9333, 20377, 23840]",3.7778490554181294,149.19917137910105,1881.2058952237292,0.0,405,7
Pdia6,142,"[1401, 6560, 14563, 18015]",0.3886442301008074,148.541102853702,1873.5707314168462,0.0,406,1
Got2,51,"[1406, 7715, 19434, 19973]",3.901693434333984,149.75959983675068,1815.8262605488699,0.0,407,1
Arpc2,7,"[1410, 3339, 19117, 23467]",1.3310037427620665,154.65940291443536,1805.0573437279018,0.0,408,1
Got2,51,"[1412, 7720, 19444, 19983]",1.6535694960613416,154.35644452275966,1818.7939280799364,0.0,409,1
Fgf7,43,"[11233, 15109, 18256, 20388]",0.6850829864460136,156.20439821233978,1803.1768173410283,0.0,410,9
Prrc2a,158,"[1941, 9942, 13290, 19453]",1.4475486259434955,156.98243506061687,1801.541992893923,0.0,410,9
Actn4,3,"[2379, 5423, 12860, 13501]",1.661754922138118,155.49408300661423,1801.3984075461624,0.0,410,9
U2af2,249,"[1413, 6873, 13077, 15633]",2.8206226299279846,155.92595867698105,1802.2510611170624,0.0,410,9
Eif3e,34,"[1420, 18038, 20888, 22770]",2.463233649640101,160.5470640851266,1902.0295324151193,0.0,411,1
Got2,51,"[1421, 7734, 19459, 19999]",1.1196065029659423,160.7096260322523,1910.5610017744548,0.0,412,1
U2af2,249,"[1423, 6884, 13087, 15639]",1.1604989618592636,161.24399519803737,1811.9822770031724,0.0,413,1
Il1rl1,69,"[2405, 5769, 20587, 23628]",0.8256032501146902,161.587449353838,1818.2808959609624,0.0,414,4
negative_control,1859,"[1426, 7407, 10673, 14230]",1.478759835235028,161.343968128755,1817.3773799794508,0.0,414,4
U2af2,249,"[1436, 6891, 13101, 15654]",3.5394174423915015,168.32069495152396,1823.918694291943,0.0,415,1
U2af2,249,"[1437, 6890, 13099, 15652]",1.122889636144354,167.7914746714411,1796.3002240077317,0.0,416,2
Arpc2,7,"[1438, 3378, 19134, 23477]",0.9879508960746688,168.05374889400002,1859.499221467074,0.0,417,1
Got2,51,"[1442, 7748, 19472, 20021]",2.1964001793782515,171.25150390396095,1821.1911687504153,0.0,418,1
Gas1,50,"[1447, 7067, 13525, 17524]",0.36567379540160655,173.98899451524426,1841.4073067796558,0.0,419,1
U2af2,249,"[1451, 6898, 13118, 15666]",1.2086478072915658,176.29390334762664,1914.2675892887014,0.0,420,1
Tcf25,226,"[1458, 5818, 11789, 16465]",3.1200537999780287,180.16858841128405,1808.8950940295847,0.0,421,1
Ncl,121,"[3410, 6640, 21571, 23241]",0.28409928249143324,181.6431643777886,1882.457791032724,0.0,422,2
Pdia6,142,"[1464, 6648, 14709, 18081]",0.8952017065950904,183.35073976471182,1856.6039253653291,0.0,423,1
Gas1,50,"[1466, 7072, 13545, 17543]",1.1430464383940273,184.69818993317622,1822.6289767479193,0.0,424,1
negative_control,474,"[1467, 7462, 16631, 22795]",3.24444778440058,184.40352957966547,1804.4638794243267,0.0,425,1
Pdia6,142,"[1469, 6653, 14720, 18082]",1.233152794940681,184.65983658186565,1922.1167214942366,0.0,426,1
Rps15a,191,"[6372, 12050, 17864, 22967]",1.0466838692462963,188.7788180736263,1815.9322902820982,0.0,427,5
Pdia6,142,"[1477, 6663, 14748, 18093]",1.8388634117304423,189.78036091182167,1815.9944663784545,0.0,427,5
G3bp1,49,"[8547, 12516, 19514, 23504]",3.111783377158114,190.1712701935753,1814.7949818446593,0.0,427,5
U2af2,249,"[1480, 6914, 13143, 15686]",2.784598118259322,190.3404218859715,1921.6995345565388,0.0,428,1
Uqcrq,257,"[1486, 4928, 9693, 14050]",3.5659596512909264,192.7273824672759,1905.1871958898894,0.0,429,1
Got2,51,"[1490, 7803, 19518, 20088]",3.4042573409431185,193.72874421090006,1847.3278610428913,0.0,430,1
Fkbp4,44,"[13158, 14305, 17325, 18780]",0.26464301367248877,201.31471909264124,1808.52481906269,0.0,431,2
Malat1,83,"[2586, 3961, 10478, 14804]",0.6075047544519429,203.170346101391,1874.9055540496906,0.0,432,4
Lamp1,74,"[7515, 10851, 12936, 15484]",3.604959202130889,203.02869162543703,1874.9721327950324,0.0,432,4
Prkcsh,152,"[1505, 12938, 14809, 23958]",0.47769259504882267,204.54638622406307,1821.825946586081,0.0,433,1
Pdia6,142,"[1514, 6715, 14825, 18138]",3.14522459514129,207.589443476986,1876.7391881167434,0.0,434,1
Pdia6,142,"[1518, 6714, 14826, 18139]",0.8278306055761001,208.00698776813377,1853.4410305916822,0.0,435,1
Eif3e,34,"[1523, 18154, 21039, 22821]",0.7204783516341673,211.9188882610449,1882.2463192377445,0.0,436,1
Pdia6,142,"[1526, 6726, 14843, 18153]",1.9689672508067984,212.23739617294888,1827.5312994053593,0.0,437,5
negative_control,988,"[3486, 12309, 16330, 23334]",2.8604723400103618,211.691651563613,1828.8825818227822,0.0,437,5
U2af2,249,"[1528, 6955, 13180, 15731]",3.8140045648965835,212.61995432885834,1892.534847869646,0.0,438,1
Ssr2,217,"[8330, 10099, 17621, 18559]",1.7058286872057895,220.31169406479705,1847.162156249813,0.0,439,3
Vim,261,"[9754, 15275, 16348, 21376]",1.8730655360273136,219.5915172334013,1847.0313759361397,0.0,439,3
Gas1,50,"[1541, 7109, 13592, 17623]",1.0003514359279857,222.31851168188996,1909.5663731044745,0.0,440,1
Pdia6,142,"[1544, 6759, 14887, 18171]",2.4028362984777663,224.017953883134,1859.0321585368781,0.0,441,1
Arpc2,7,"[1553, 3526, 19248, 23535]",0.602832657093331,232.57407219609956,1855.9216954561964,0.0,442,2
Vim,261,"[9781, 15310, 16378, 21408]",0.33150046270278993,233.8215896502956,1899.9588534809614,0.0,443,7
U2af2,249,"[1554, 6988, 13201, 15759]",0.874101808843867,233.42618764307372,1900.7039835017436,0.0,443,7
Hspa8,62,"[5302, 12600, 20315, 24014]",3.409911304790268,232.375184167361,1899.2195524583108,0.0,443,7
Sf3b2,205,"[9149, 12978, 17409, 19262]",1.4938053187568263,245.23795345226608,1899.3672864711793,0.0,444,10
U2af2,249,"[1564, 6997, 13213, 15768]",1.6126095292259874,245.39730561390746,1901.2839007188663,0.0,444,10
negative_control,1430,"[2147, 14951, 22234, 22517]",3.177799742326388,245.4814833133867,1899.8058239126585,0.0,444,10
negative_control,1209,"[1815, 16395, 19592, 23544]",3.4336742796231245,245.87812442502695,1900.8416720302362,0.0,444,10
