gene_name,gene_number,cpath,cost,x,y,z,cc,cc_size
Pip4k2b,410,"[415, 8118, 9641, 15762]",8.664696740676593,774.4634256976469,1556.8590830422859,0.0,154,17
Pip4k2b,410,"[524, 8207, 9730, 15843]",2.741647858738582,1011.0730082210548,1520.7760127457532,0.0,243,4
Srsf6,416,"[3503, 5090, 8956, 12729]",7.373476074919214,795.062509426018,1447.5887358734644,0.0,1354,2
Srsf6,416,"[3592, 5182, 9035, 12784]",12.570700770131218,879.7789763614293,1434.029566108823,0.0,1381,1
Trak2,419,"[3389, 7431, 9671, 14152]",0.6131094767482423,876.439506827561,1502.1945900748751,0.0,1318,1
Trak2,419,"[3417, 7463, 9714, 14194]",7.342058145164195,917.3251627144068,1486.2359802344856,0.0,1328,1
Yars,420,"[3730, 4444, 8480, 16318]",11.432556504594418,784.9627280291949,1473.9331171843855,0.0,762,3
Yars,420,"[3504, 4265, 8472, 16312]",2.642116378476727,817.6183699218839,1443.1711219785395,0.0,1355,1
Yars,420,"[3548, 4300, 8498, 16343]",15.962075695994544,801.5521794280154,1528.2532405699403,0.0,1365,1
Yars,420,"[3555, 4308, 8511, 16353]",12.726494492196556,826.8443869204987,1532.1069672954216,0.0,1367,1
Yars,420,"[3570, 4316, 8525, 16372]",11.457254724417874,802.4848939586714,1553.0300354323072,0.0,1372,1
Yars,420,"[3586, 4341, 8544, 16391]",4.617830533751824,869.0491092860628,1462.3634298496518,0.0,1376,3
Yars,420,"[3648, 4401, 8589, 16437]",18.81853227588231,938.3359705219177,1431.3060103931605,0.0,1401,1
Yars,420,"[3691, 4429, 8682, 16544]",15.88190691484947,985.2527841470863,1480.8851839898225,0.0,1407,1
Yars,420,"[3735, 4452, 8501, 16351]",4.9211531240387245,812.2048444646634,1538.1767844491342,0.0,1414,1
Yars,420,"[3740, 4454, 8649, 16513]",2.697311966520383,790.5556358602898,1542.596681846971,0.0,1417,1
Yars,420,"[3774, 4472, 8687, 16538]",6.361183059316188,1021.8875613304363,1474.3158729195056,0.0,1428,1
Ythdf1,421,"[2316, 7864, 11747, 14992]",10.553173672907146,853.1730476685493,1431.6990210694776,0.0,971,7
Vps26b,422,"[2586, 6983, 12210, 14077]",9.622648544468111,815.833892562406,1463.956461971676,0.0,1052,1
Fam120b,424,"[1298, 6324, 9067, 15428]",8.929190463722096,947.5293611063092,1440.0003600736775,0.0,573,1
Zfp131,425,"[561, 5285, 8883, 14243]",2.6014546417429,831.9719477162128,1459.5624415935974,0.0,250,1
Abhd17c,429,"[584, 8248, 8917, 12691]",3.788200249409329,843.4912199163022,1539.2198420999991,0.0,53,8
Abhd17c,429,"[465, 8172, 8837, 12613]",8.593827518994525,913.2224778779084,1423.776203595838,0.0,220,1
Abhd17c,429,"[470, 8167, 8824, 12603]",1.9729123356057399,903.854918354673,1457.0432477317454,0.0,224,1
Abhd17c,429,"[520, 8201, 8862, 12647]",0.6295056830207394,1010.5251025348726,1517.621106072491,0.0,239,1
Megf8,431,"[2797, 5798, 9012, 12542]",12.188695912890589,852.422979683743,1407.9885238555887,0.0,393,3
Papss1,434,"[380, 4895, 8974, 13725]",18.309210405624615,807.816404300704,1494.3362739683303,0.0,187,6
Papss1,434,"[426, 4936, 9021, 13754]",2.0764434304585495,881.5572430240222,1449.796860320632,0.0,202,1
Papss1,434,"[450, 4958, 9044, 13783]",9.552243998474781,890.0025071906077,1517.1805722266138,0.0,215,1
Papss1,434,"[574, 4924, 9011, 13746]",12.10031503915486,773.58661871155,1566.3237614424418,0.0,257,2
Sun1,435,"[3749, 5501, 9937, 16278]",2.532779360042522,896.8439545791355,1438.6419240623022,0.0,176,6
Sun1,435,"[3601, 5403, 9862, 16180]",4.766717643852753,870.593517854812,1428.1271717954023,0.0,1384,1
Sun1,435,"[3632, 5429, 9886, 16214]",16.23251033316862,945.1473693079029,1434.5032728163578,0.0,1395,1
Sun1,435,"[3672, 5452, 9903, 16236]",7.408859355996517,1012.7647329409667,1461.2154758091096,0.0,1404,2
Gas6,438,"[1157, 5307, 11253, 16083]",8.931688131144668,770.7546998133973,1542.1394789238784,0.0,123,20
Gas6,438,"[965, 5144, 11191, 15950]",1.6917197976233653,780.2969059445468,1563.9302914596628,0.0,444,1
Nt5dc3,441,"[2510, 5868, 10083, 15259]",17.763971871155004,940.9343126451136,1452.715918573111,0.0,1032,1
Rab3gap2,442,"[1830, 6169, 11921, 12669]",3.1295883678428966,784.0080633294497,1474.409331815201,0.0,762,3
Taf1,445,"[672, 4104, 10956, 15208]",3.256909008498973,813.3524931458056,1494.1822479959465,0.0,308,1
Taf1,445,"[817, 4219, 11053, 15294]",13.684922375215589,769.4424574437587,1530.5032039711741,0.0,378,8
Map4k4,446,"[632, 7769, 9984, 15330]",8.315643125763987,782.5802986107499,1452.28430075941,0.0,64,13
Trappc5,448,"[3880, 4937, 10753, 15228]",1.1792791090470969,862.7456793606857,1461.6732385247353,0.0,1457,1
Atxn7l3,450,"[2947, 5122, 11504, 13742]",10.544771161713145,800.1975023555198,1491.9374114462519,0.0,1170,1
Rbm28,452,"[76, 5484, 11066, 15680]",2.533604581395752,783.1070087200511,1541.9816213023007,0.0,50,1
Abcf2,453,"[1553, 4639, 12401, 14698]",13.464351033989157,768.4234783374005,1539.693712770623,0.0,123,20
Abcf2,453,"[1435, 4523, 12235, 14573]",8.174736230868643,807.1313100302714,1536.8098609755418,0.0,547,5
Abcf2,453,"[1444, 4528, 12255, 14581]",3.9735829844369692,790.0750524257271,1546.8876519941537,0.0,622,1
Abcf2,453,"[1448, 4533, 12259, 14587]",19.441814565636147,864.8999484335519,1402.2276805315714,0.0,625,1
Abcf2,453,"[1503, 4591, 12334, 14640]",13.870979163040065,925.9256727876243,1433.6713422834066,0.0,649,1
Abcf2,453,"[1572, 4651, 12418, 14704]",4.015053230966494,824.7527776773093,1541.8657289505725,0.0,672,1
Abcf2,453,"[1599, 4626, 12448, 14725]",16.118226613784547,1004.1830157511656,1479.281987800823,0.0,684,1
Rfc1,454,"[3057, 8448, 12159, 15877]",4.4937976920473135,925.2388975533668,1479.240557499264,0.0,1218,1
Nav3,457,"[1713, 4749, 10758, 12783]",9.000781343150857,862.1553201220655,1427.9937504048498,0.0,23,17
Gtf3c1,463,"[2770, 6014, 9833, 15933]",16.110465652391078,826.6891462623456,1521.0881097643912,0.0,1119,1
Gon4l,467,"[2820, 6288, 11734, 14333]",12.014851812830969,855.944635270847,1465.1418982204787,0.0,457,13
Senp2,470,"[2368, 7464, 12377, 14209]",11.436534913851302,1020.8925017657943,1472.3248055591175,0.0,986,1
Ubn2,474,"[2483, 6751, 12063, 13933]",2.930727439188196,887.0491683584603,1420.2553838281253,0.0,870,3
Sirt3,477,"[999, 6291, 11204, 13005]",2.041065001291175,877.9721656902141,1435.3425237290414,0.0,78,5
Usp47,480,"[2284, 4706, 9996, 14104]",17.256831598636904,805.179862747779,1535.611403698734,0.0,958,9
Usp47,480,"[2352, 4779, 10097, 14175]",9.190400712219823,933.4230751964463,1451.741710362787,0.0,983,1
Usp47,480,"[2401, 4730, 9997, 14247]",13.99501574702137,774.5316388925311,1539.494727418286,0.0,994,3
Usp47,480,"[2422, 4820, 10156, 14251]",11.62967324140563,767.7456594192454,1484.219868509111,0.0,998,1
Ptdss1,482,"[2049, 4320, 10021, 13500]",9.080323498982139,797.9469969108374,1564.0193361506058,0.0,866,1
Fryl,485,"[2900, 7523, 9784, 13681]",19.300957836531666,961.3217032610188,1465.6517424657966,0.0,1162,1
Pip5k1a,487,"[2991, 4170, 11231, 13081]",12.54739362275741,950.5930175141331,1453.7520922603478,0.0,1194,1
Sec63,491,"[3094, 4499, 11312, 13454]",4.535072693407451,806.4138359202607,1458.8701258601059,0.0,1234,1
Lias,493,"[2243, 6640, 11896, 13859]",5.337001436038715,1008.6448054299884,1543.8902629185213,0.0,943,1
Tulp4,494,"[1353, 5274, 12419, 15127]",12.575767590154328,778.0724850808806,1538.5102621899216,0.0,582,1
Tulp4,494,"[1354, 5286, 12412, 15128]",1.6821308671568669,831.4603851909343,1491.5403468144345,0.0,583,1
Tulp4,494,"[1357, 5149, 12420, 15142]",2.1275284895726583,771.3921561309106,1553.4085402000665,0.0,585,1
Sqle,496,"[1015, 6763, 10531, 14344]",3.712051244815738,849.5283711855913,1434.9658205231867,0.0,460,1
Sqle,496,"[1043, 6779, 10551, 14353]",12.176735064723035,887.7313348021565,1502.7913075383783,0.0,471,1
Sqle,496,"[1062, 6807, 10564, 14360]",8.613795953451286,948.6169842060283,1444.836251162557,0.0,480,2
Kdm5b,498,"[1730, 6761, 10987, 14472]",3.975325419122011,888.6970225536033,1426.0863948224344,0.0,730,1
Kdm5b,498,"[1790, 6842, 11036, 14503]",7.797150622452473,907.4542772457904,1489.1211290764315,0.0,751,1
Kdm5b,498,"[1855, 6781, 11007, 14486]",4.903965724008725,837.4359241523118,1489.5489896202935,0.0,773,1
Anapc4,499,"[2793, 5578, 10903, 14771]",13.393465346591686,799.1948019285272,1546.7327546160645,0.0,445,5
Anapc4,499,"[2807, 5588, 10754, 14775]",2.9191651288863034,851.0784912104123,1438.254946817925,0.0,1134,1
Atp1b3,500,"[2280, 7394, 8996, 13474]",15.083620483774949,825.3363179370466,1536.2299040700523,0.0,193,2
Atp1b3,500,"[2317, 7419, 9023, 13512]",9.417965788870823,862.7338701856189,1465.3615313389687,0.0,972,1
Atp1b3,500,"[2337, 7439, 9047, 13558]",2.4175932185298645,869.8195782795804,1483.714681476091,0.0,979,1
Prpf18,504,"[2740, 4479, 11990, 16115]",5.68449756643747,759.5872902958481,1459.8158128496498,0.0,595,3
Prpf18,504,"[2825, 4560, 12077, 16201]",6.864916984592554,858.8822553335518,1525.650309079202,0.0,1140,1
Psme4,505,"[3423, 6574, 10592, 16470]",12.910879042624336,987.2844338117985,1440.922014840145,0.0,1334,2
Stoml2,507,"[2464, 5768, 10233, 14924]",15.524306360426088,804.0395473286056,1502.6130045860818,0.0,1015,1
Stoml2,507,"[2496, 5841, 10274, 15019]",4.75610103014599,874.5472184076154,1523.4649906477302,0.0,1027,1
Stoml2,507,"[2519, 5894, 10314, 15078]",1.676591113919419,906.8948142844858,1559.37559452112,0.0,1036,1
Gramd1a,513,"[2619, 5814, 10054, 15385]",13.489133584088062,860.3583403785736,1425.3280190238863,0.0,1062,2
Gramd1a,513,"[2623, 5823, 10049, 15381]",9.548837905842936,885.964403788178,1443.5819170241357,0.0,1064,1
Lrp8,515,"[2656, 7651, 9064, 14176]",1.6939319233418333,908.7186469210491,1452.11860532108,0.0,1077,1
Lrp8,515,"[2691, 7680, 9163, 14270]",7.690504748197603,1000.0640846958474,1481.5503140677395,0.0,1090,1
Ppp1r9b,516,"[3010, 7091, 12372, 14508]",4.40513679795958,1001.8512094575876,1468.1089090522207,0.0,1201,2
Mapk9,517,"[3588, 4552, 9473, 15774]",13.679313081860691,883.2986595388878,1444.6432191684517,0.0,1378,1
Rad21,518,"[2709, 8431, 9995, 13828]",11.997956861280278,779.4430675233449,1538.7179274759337,0.0,389,5
Calu,519,"[3294, 6927, 10910, 16284]",14.204756327975263,874.5837562720762,1478.2730708262745,0.0,513,4
Calu,519,"[3077, 6655, 10689, 16129]",14.575864121853416,795.575210269028,1451.787183636101,0.0,599,5
Calu,519,"[3080, 6661, 10695, 16128]",2.8873404566671703,812.2494833520218,1467.6968699697381,0.0,1227,1
Calu,519,"[3088, 6666, 10704, 16136]",10.926559842617234,799.7650501659377,1422.2853501751706,0.0,1231,1
Calu,519,"[3115, 6698, 10719, 16154]",6.682418424544356,813.6295627517407,1496.9051917526742,0.0,1238,1
Calu,519,"[3180, 6775, 10780, 16189]",11.94918331242271,852.6803686445071,1531.368313054895,0.0,1254,1
Calu,519,"[3203, 6802, 10808, 16208]",1.3748901912353015,922.8506425879876,1464.7313475419537,0.0,1261,1
Calu,519,"[3209, 6816, 10833, 16226]",15.01217667501999,908.9298236455119,1431.767939998604,0.0,1265,1
Calu,519,"[3265, 6912, 10895, 16263]",5.785360115164168,789.1948364267107,1476.9838747442354,0.0,1279,1
Larp1,521,"[1359, 5156, 8775, 14588]",5.104294677361065,836.133655945634,1402.4538069164541,0.0,125,5
Larp1,521,"[1233, 5113, 8729, 14563]",16.7070417483535,811.02340939266,1486.02849434169,0.0,540,1
Larp1,521,"[1272, 5169, 8797, 14605]",2.2796749834706387,850.2733318147291,1452.4679291544398,0.0,559,1
Larp1,521,"[1318, 5224, 8848, 14658]",8.218829639370679,987.2437644897373,1439.6770980651713,0.0,578,1
Larp1,521,"[1377, 5287, 8931, 14719]",4.831309374922806,897.9418116110284,1519.5661380064928,0.0,592,1
Map4k5,523,"[3437, 6152, 12128, 14389]",19.045487552066515,991.7068326974983,1505.8969799914205,0.0,1339,1
Ctr9,528,"[2420, 4240, 8607, 14820]",15.330642097816021,1007.5148387128897,1472.8692141422298,0.0,997,1
Btbd3,530,"[2880, 4647, 10883, 14017]",12.31590289281909,770.9082972787097,1511.1585781136812,0.0,1158,1
Bcl7a,531,"[1501, 6331, 10088, 14636]",5.0891652397305975,933.6889504314144,1448.1817073227874,0.0,483,4
Bcl7a,531,"[1464, 6308, 10046, 14613]",18.89079512809845,842.4554482687373,1449.6987821569664,0.0,632,1
Bcl7a,531,"[1500, 6318, 10077, 14624]",2.8635048170376844,869.7032565769372,1512.6147449784917,0.0,647,1
Naa50,534,"[211, 4187, 12111, 13354]",0.4816878221212957,919.3653034193364,1551.5353409037123,0.0,107,1
Fzr1,537,"[3432, 6944, 8610, 14511]",9.445309738858752,964.6007823214683,1458.7035792678562,0.0,1337,1
Poldip3,544,"[1885, 4074, 12195, 14550]",8.572750463376064,783.7480697530784,1451.4118511283068,0.0,64,13
Poldip3,544,"[1931, 4167, 12328, 14635]",12.438080863437527,950.8078088198911,1463.5649884200802,0.0,653,4
Poldip3,544,"[1893, 4096, 12216, 14564]",7.883980228850584,825.0185764481181,1525.6415167603777,0.0,715,6
Poldip3,544,"[1880, 4073, 12188, 14544]",3.0301849234128486,818.2943079464801,1438.230291709086,0.0,783,1
Poldip3,544,"[1941, 4190, 12376, 14666]",2.242925887735354,1006.0524161823898,1465.2359298134788,0.0,814,1
Poldip3,544,"[1952, 4075, 12407, 14693]",12.643696029622928,811.0649813373873,1415.2830759149028,0.0,821,1
Dazap2,545,"[2702, 6612, 10341, 15860]",8.917079170636587,770.0240894437452,1540.9505028984313,0.0,123,20
Dazap2,545,"[2736, 6638, 10367, 15889]",5.789078867894873,1018.8301666517145,1478.3361728701257,0.0,681,4
Bag6,548,"[1235, 8298, 11498, 14566]",8.874113422162468,791.9884308414738,1501.7877192476685,0.0,541,1
Bag6,548,"[1254, 8321, 11515, 14586]",10.546030337556893,805.5483176895377,1552.3910742884536,0.0,551,1
Bag6,548,"[1294, 8369, 11565, 14633]",6.384867919072263,941.135743950168,1452.9754657894266,0.0,571,1
Bag6,548,"[1309, 8391, 11586, 14653]",10.072547318429143,919.812075137397,1517.8246675914374,0.0,576,1
Cep170,549,"[1425, 6987, 11170, 14092]",11.392919527817728,809.8416355672163,1530.9387015510438,0.0,613,2
Cep170,549,"[1467, 7028, 11200, 14135]",8.079862546687108,848.0891034859911,1429.2273372446302,0.0,634,1
Cep170,549,"[1485, 7042, 11217, 14157]",7.215480307647722,848.9786757072584,1490.9272202223406,0.0,643,1
Cep170,549,"[1502, 7064, 11223, 14173]",1.9045797361631318,902.9015031861672,1445.0975209760968,0.0,648,2
Pdia4,551,"[2444, 6680, 10710, 15338]",19.684655990155516,826.9460741184587,1419.6275534939275,0.0,1008,1
Pdia4,551,"[2507, 6829, 10826, 15419]",3.8117958020567606,928.9186566577806,1464.4282607559517,0.0,1031,1
Rnf2,553,"[719, 6297, 8902, 15233]",5.746224451419449,865.9073368924688,1417.086812789128,0.0,332,13
Senp3,555,"[3325, 6659, 10217, 12730]",14.91535981999464,805.0341490144655,1453.4965787065073,0.0,60,16
Senp3,555,"[3386, 6923, 10353, 12799]",1.297206359242287,836.2942801294307,1435.7105635427467,0.0,1317,1
Senp3,555,"[3475, 6948, 10364, 12905]",15.912453500630466,963.636346715002,1476.3152191404095,0.0,1348,1
Rbm6,558,"[2808, 4124, 10981, 13300]",5.643990287942854,876.973474795436,1434.570099056387,0.0,1135,1
Sec31a,559,"[2831, 7637, 9039, 14350]",1.6272374015373432,857.4492566769879,1503.524833666158,0.0,1145,1
Ppp4r2,568,"[3384, 6500, 11199, 15594]",13.367008714821603,856.7703756335128,1466.8870223031015,0.0,457,13
Rybp,570,"[308, 7020, 9657, 14603]",5.956796897347663,853.9683625473614,1437.2238850858512,0.0,157,3
Rybp,570,"[326, 7080, 9712, 14647]",6.700818912172968,917.3374758179323,1497.6470999007342,0.0,170,1
Chd9,572,"[993, 4129, 9022, 13305]",13.791460920789985,839.2458242126734,1463.9222656056766,0.0,207,2
Chd9,572,"[1011, 4140, 9034, 13306]",11.97421668232138,860.184289153075,1463.9595038380876,0.0,459,1
Uap1,578,"[1293, 7894, 12317, 13556]",10.883042555960335,877.886475744426,1510.4016820145043,0.0,570,1
Uap1,578,"[1356, 8014, 12411, 13481]",16.55080061027486,775.0328247913201,1537.5761639450343,0.0,584,1
Derl1,584,"[1859, 5504, 9070, 15061]",4.547958714818485,910.0883130606833,1474.0987822951104,0.0,776,1
Sec61a1,585,"[1881, 4873, 11157, 12466]",2.7773020020258654,795.4655858650689,1452.7871634523174,0.0,599,5
Sec61a1,585,"[1888, 4892, 11161, 12477]",7.712386539030561,796.6435859228847,1456.0296724593986,0.0,787,1
Sec61a1,585,"[1903, 4901, 11174, 12507]",4.5990574788197485,817.9309882367695,1506.243403900722,0.0,792,3
Xbp1,588,"[291, 6416, 8463, 15187]",5.41276031526219,757.7803900042985,1514.27483572054,0.0,144,3
Rif1,589,"[1786, 6339, 8929, 16104]",19.687295804094706,934.4307754453794,1481.8384098289048,0.0,750,1
Desi1,591,"[3271, 8016, 11448, 16507]",18.716996563263358,773.0452171900313,1522.0469887036006,0.0,544,3
Desi1,591,"[3086, 7787, 11306, 16323]",13.441319909588445,782.618180602018,1456.8923832346559,0.0,1230,1
Desi1,591,"[3239, 7983, 11428, 16476]",12.823270718207588,999.6205494032723,1490.5564226067588,0.0,1273,1
Rbm22,593,"[87, 5518, 11995, 14538]",2.8802190077797443,753.6492869901956,1487.5856479157756,0.0,56,3
Rbm22,593,"[150, 5586, 12061, 14594]",2.082776623215213,878.5604666916499,1435.4000311691907,0.0,78,5
Rbm22,593,"[287, 5679, 12163, 14724]",13.763794863487883,1010.9534877461099,1480.0184526496985,0.0,142,1
Etv5,597,"[2901, 8049, 9948, 13851]",12.888111351360944,959.7763880425548,1483.056414547767,0.0,779,2
Etv5,597,"[2762, 7794, 9810, 13711]",8.548896653475904,812.5962048151746,1440.9174269384998,0.0,1117,1
Etv5,597,"[2766, 7788, 9816, 13719]",1.9786772536228536,821.1208701379468,1441.2074191683635,0.0,1118,1
Etv5,597,"[2776, 7821, 9837, 13728]",3.3312263096822603,781.4639645076616,1497.907443929321,0.0,1122,1
Etv5,597,"[2812, 7873, 9860, 13760]",11.702475816590146,849.9800916854681,1421.3845674482438,0.0,1137,1
Eif3b,600,"[3009, 7465, 11963, 15269]",2.5959659379798086,994.6503609263655,1441.683946457904,0.0,110,19
Eif3b,600,"[3035, 7499, 11927, 15293]",2.8692893150675642,791.4653042913747,1539.781027132216,0.0,392,6
Eif3b,600,"[2922, 7372, 11909, 15199]",6.6534574258514265,777.731500225049,1435.2915242283484,0.0,531,2
Eif3b,600,"[2907, 7349, 11899, 15185]",9.177141037267864,762.0371811347003,1470.1386672417507,0.0,1163,2
Eif3b,600,"[2919, 7371, 11910, 15194]",3.7008683582260034,823.3519945650726,1434.6851248812482,0.0,1165,1
Eif3b,600,"[3045, 7504, 11940, 15296]",2.5570529708601355,867.6340207678008,1410.422096870046,0.0,1212,1
Sgk1,606,"[3723, 8428, 12200, 16264]",4.8391648640607245,829.7692809472132,1416.3804280305574,0.0,120,10
Sgk1,606,"[3750, 8347, 12427, 16178]",2.881652487910806,864.1467825516667,1474.1398035752457,0.0,1068,10
Sgk1,606,"[3584, 8328, 12275, 16177]",5.135170916871435,839.6262449479251,1424.1503593910247,0.0,1374,1
Sgk1,606,"[3761, 8447, 12433, 16289]",0.9787344723107462,900.8486451745548,1448.322320254568,0.0,1425,1
Mysm1,607,"[3011, 4416, 9315, 15274]",13.600849051184634,967.0784204241469,1466.465088408591,0.0,1202,1
Ehmt2,608,"[2020, 5120, 9928, 14451]",3.4651033912057665,817.5104727663183,1482.3935735187993,0.0,855,1
Mical3,609,"[3414, 5443, 11582, 14371]",0.5499965490637818,915.1320295141863,1494.823415471233,0.0,1325,1
Mast4,611,"[3823, 6656, 12196, 14877]",12.882305846700469,782.0133003304502,1432.8721543709444,0.0,4,8
Mast4,611,"[3934, 6798, 12310, 15031]",12.063276504619601,877.1161014716221,1522.0079844762772,0.0,1478,1
Mast4,611,"[3990, 6847, 12365, 15082]",5.9275422592368106,999.4533126744758,1465.2956313199531,0.0,1497,1
Sp3,612,"[2676, 7672, 10852, 16463]",19.344589439771678,1017.1989934323785,1471.811115671031,0.0,815,3
Sp3,612,"[2576, 7694, 10890, 16498]",3.440291282523793,830.1463183925146,1419.750751522637,0.0,1049,2
Sp3,612,"[2618, 7614, 10768, 16400]",5.109936282468905,842.1224070362824,1448.064983951728,0.0,1061,1
Coq9,617,"[2431, 6960, 11996, 14055]",3.95973596829843,762.934812508942,1531.8919600309846,0.0,1001,1
Phf14,622,"[2704, 4536, 10178, 14405]",6.910123241867955,833.3652956955578,1399.4572420431532,0.0,248,125
Dbnl,624,"[1667, 5127, 12232, 15349]",17.896617231174837,814.2475343396331,1485.236623389186,0.0,305,4
Nfat5,625,"[966, 4726, 10248, 12531]",1.55552374321789,799.5175811058258,1547.8585156453018,0.0,445,5
Nfat5,625,"[1040, 4840, 10357, 12597]",15.613980471878978,894.0331689724192,1512.483772893134,0.0,469,1
Nfat5,625,"[1153, 4843, 10344, 12672]",2.0595852469303946,831.0004357479124,1530.284965828344,0.0,507,1
Nfat5,625,"[1191, 4852, 10359, 12698]",2.4345918782948366,916.3141695992147,1478.5408732542926,0.0,521,1
Nsun2,629,"[637, 5537, 8955, 14436]",2.049839507574057,787.4544080603039,1422.1413720942937,0.0,285,1
Nsun2,629,"[644, 5541, 8966, 14439]",10.209174741556271,777.3310384472045,1443.8666445236704,0.0,288,6
Synrg,631,"[3499, 4871, 11479, 14072]",4.573970966891517,810.2341818832352,1465.9666358768275,0.0,1303,7
Synrg,631,"[3775, 5021, 11650, 14271]",6.373624142514692,964.3801275091123,1489.0687112209553,0.0,1429,1
Sacm1l,632,"[715, 7411, 10042, 14998]",1.010024939841366,878.0027585178847,1470.8303153142156,0.0,328,1
Ppp6r3,635,"[1282, 4565, 11781, 15030]",9.78970751605377,859.5730959874053,1520.4318236986503,0.0,565,2
Trappc12,638,"[66, 5673, 10929, 16112]",13.598154813374451,1004.5014343035054,1481.136778986461,0.0,42,3
Trappc12,638,"[75, 5705, 10902, 16091]",19.561659588412844,795.0122125800744,1542.109917297952,0.0,49,1
Pepd,639,"[1462, 5392, 10525, 13518]",10.647260487346125,862.986349484815,1424.6158743429044,0.0,558,2
Pepd,639,"[1473, 5387, 10520, 13514]",11.859609987116041,845.1745956521291,1434.304868192868,0.0,639,1
Api5,642,"[1458, 7615, 11761, 14137]",14.500213247492535,875.3162480938161,1441.5163119433394,0.0,330,3
Api5,642,"[1470, 7633, 11756, 14144]",13.854792165120397,842.7917426828778,1444.266954646381,0.0,637,1
Api5,642,"[1560, 7691, 11666, 14240]",17.09920179602867,801.8287449734299,1410.9449324896382,0.0,666,1
Grn,647,"[1029, 4967, 10783, 16425]",11.62534484344458,866.3159531684066,1531.2593602010552,0.0,465,1
Grn,647,"[1035, 4968, 10786, 16420]",2.6634203453061556,865.870611467419,1497.9021659789348,0.0,468,1
Grn,647,"[1041, 4963, 10792, 16424]",2.7580089744846203,874.2066159694684,1488.8981995604906,0.0,470,1
Grn,647,"[1085, 5063, 10840, 16454]",11.42950263168158,956.9207926945005,1490.5565153627576,0.0,486,1
Grn,647,"[1187, 5067, 10926, 16534]",12.176410068963328,959.536587969656,1446.698823341609,0.0,520,3
Stam,649,"[2657, 6810, 9942, 16531]",7.309019190001089,907.9675347697366,1418.1032987153485,0.0,1078,1
Xpo6,651,"[1883, 5740, 11104, 13709]",6.2681966028317975,804.773961427556,1424.6103685426926,0.0,785,1
Cask,652,"[419, 6048, 9141, 14582]",18.24727672453843,825.0950060431999,1546.0858268738546,0.0,199,1
Setbp1,653,"[1768, 4583, 12341, 14804]",12.400082398280855,943.5367538476642,1434.2476321803786,0.0,742,4
Acvr1,658,"[1618, 8067, 9396, 12924]",16.96428151266986,825.790955662158,1407.733836637612,0.0,687,1
Zkscan1,659,"[73, 5479, 9754, 12883]",19.828431552589166,776.0887938345641,1476.7553151456668,0.0,48,1
Mpdz,662,"[2381, 6579, 12124, 13616]",3.7775932677879656,988.3232827090167,1511.1496917138347,0.0,989,1
Kat6b,674,"[3019, 8204, 9329, 14679]",5.496284723832602,980.0522900024903,1493.123726505035,0.0,1203,1
Lrp6,675,"[1182, 7065, 10358, 14634]",10.185014247731154,900.6076679078936,1436.7028380544466,0.0,517,2
Lrp6,675,"[1184, 7071, 10287, 14638]",3.248052470347079,920.163633216216,1473.1177217870963,0.0,519,1
Irf2bp2,676,"[167, 5813, 8549, 14474]",9.255927844149806,890.5765775640298,1444.1593343647164,0.0,88,4
Irf2bp2,676,"[274, 5962, 8667, 14535]",2.0972948667429945,915.3535158222883,1474.642599088969,0.0,135,1
Cyb5r3,678,"[708, 7317, 11730, 13176]",1.0910541163166108,893.8464354110786,1455.6033245635256,0.0,127,4
Cyb5r3,678,"[848, 7328, 11876, 13194]",0.49249087057658986,897.6872298929013,1472.8879047947976,0.0,129,9
Cyb5r3,678,"[882, 7287, 11888, 13108]",8.601058978130466,901.9165430214307,1546.665068377472,0.0,139,2
Cyb5r3,678,"[862, 7335, 11883, 13202]",4.040673772202788,900.692328270638,1490.2306515475984,0.0,262,8
Cyb5r3,678,"[638, 7147, 11675, 12942]",12.724721048505758,791.6710354632803,1438.8218969945733,0.0,286,1
Cyb5r3,678,"[652, 7168, 11692, 12949]",1.4518561112317137,826.5845867540004,1517.197152088875,0.0,293,1
Cyb5r3,678,"[653, 7167, 11693, 12950]",3.2366366238445012,777.5712467238217,1519.1294491297272,0.0,294,1
Cyb5r3,678,"[654, 7172, 11897, 12952]",5.086486009205556,773.9335169456454,1482.4862106984533,0.0,295,4
Cyb5r3,678,"[699, 7198, 11722, 12979]",2.951004018578641,846.4852766573297,1403.9449793101662,0.0,318,1
Cyb5r3,678,"[703, 7199, 11724, 12981]",10.168196714415895,867.975631320536,1400.0272388910103,0.0,321,1
Cyb5r3,678,"[707, 7206, 11729, 12993]",2.085252790082938,849.2887297729961,1424.8214880938312,0.0,322,2
Cyb5r3,678,"[709, 7207, 11731, 12994]",3.3373392861338447,890.0370136345305,1441.7402123399615,0.0,323,1
Cyb5r3,678,"[710, 7209, 11732, 13177]",2.619088852766018,892.4521806092973,1449.9504782355898,0.0,324,2
Cyb5r3,678,"[712, 7213, 11739, 12996]",8.853236237207655,878.4862644623743,1445.172797334224,0.0,326,1
Cyb5r3,678,"[716, 7221, 11738, 12995]",4.137436580170184,882.1090037706932,1440.509306869021,0.0,329,1
Cyb5r3,678,"[717, 7212, 11733, 12997]",3.72745868890802,876.0765764954056,1439.5836644293881,0.0,330,3
Cyb5r3,678,"[734, 7231, 11762, 13029]",1.5317520418302615,882.3138777250292,1516.4702463743886,0.0,337,1
