hyb,x,y,s,w
19,900.8328839,1448.320095,1.22,1570.768532
19,955.2393184,1475.168506,1.22,1184.706778
19,958.9094861,1467.029811,1.22,929.0531529
19,961.1368142,1448.140076,1.22,801.8523782
19,899.7211154,1515.281616,1.22,1820.230021
19,943.2905621,1478.55944,1.22,1341.630483
19,961.1571468,1474.351996,1.22,1257.514119
19,899.1466701,1542.762128,1.22,2156.356786
19,900.8837113,1547.227021,1.22,1977.642147
19,962.089576,1471.329569,1.22,1601.438342
19,999.3331251,1472.303198,1.22,1331.387325
19,1008.932521,1475.772287,1.117548652,680.456878
19,1014.51597,1479.063767,1.22,3794.683149
19,1021.929053,1474.715299,1.22,2294.22999
19,964.4669322,1489.092944,1.22,1211.032288
19,1000.956576,1537.659527,1.22,853.9268567
19,1023.102598,1478.761593,1.22,853.8089819
19,963.3105849,1497.934419,1.22,846.3504349
19,993.5113318,1476.28585,1.22,747.7796545
19,972.3070146,1542.206005,1.22,1321.349077
19,964.5895333,1554.510482,1.22,743.832833
19,827.7904834,1479.63769,1.22,2708.75203
20,760.3107233,1456.527895,1.22,1758.594346
20,763.6230548,1466.780837,1.22,741.9914008
20,763.3161348,1491.140732,1.22,2253.409964
20,761.7022747,1484.382,1.22,1299.173035
20,756.4132577,1499.112377,1.22,989.010943
20,764.100408,1519.902406,1.22,898.0733506
20,757.5226822,1488.534134,1.22,914.3167352
20,802.3671358,1404.546785,1.22,1075.220296
20,820.8587245,1402.176419,1.22,988.5500783
20,805.1666255,1402.456521,1.122015037,893.4845408
20,825.3090633,1400.237662,1.22,802.5594354
20,814.951001,1440.9914,1.22,3712.258313
20,811.8827453,1435.020178,1.22,2308.810868
20,817.7904559,1420.414516,1.22,2186.114707
20,817.9031156,1443.177275,1.180327903,2055.978617
20,798.5916192,1431.591347,1.22,2051.748468
20,811.4993816,1447.669832,1.22,1929.900785
20,790.9647473,1468.990798,1.22,1751.629381
20,783.4659426,1451.275359,1.22,1745.218137
20,802.3556664,1445.372635,1.22,1497.72264
20,783.3313154,1427.011785,1.22,1592.662115
20,788.3921657,1435.65723,1.22,1473.246624
20,801.8422517,1428.859744,1.22,1472.298185
20,801.951541,1436.547482,1.22,1231.547098
20,819.1862151,1471.07861,1.22,1323.549162
20,813.7389661,1438.172726,1.187100566,1070.595684
20,777.0733669,1431.270676,1.22,1124.307417
20,783.4840517,1458.825498,1.22,1079.509313
20,789.9677216,1445.742371,1.22,1062.707221
20,779.9299319,1444.950026,1.22,999.9559897
20,826.8380633,1469.362219,1.22,956.2396603
20,789.6545649,1419.817952,1.22,891.9698638
20,803.0717413,1423.94055,1.22,955.3172365
20,826.0444424,1421.497878,1.22,918.9596624
20,806.7921536,1441.888374,0.929551464,962.718067
20,780.2527884,1466.87467,1.22,868.9736188
20,787.0120412,1451.454456,1.22,787.1926149
20,819.0344013,1467.94415,1.22,671.7791349
20,822.0970126,1422.020084,1.22,731.2771846
20,809.7179514,1469.469403,1.22,687.767429
20,781.7135175,1432.540713,1.22,671.1821318
20,811.6373988,1429.245015,1.22,632.518437
20,811.4958256,1521.201144,1.22,2672.263595
20,794.9067365,1503.243136,1.22,2586.011687
20,779.8053301,1487.646406,1.22,2272.343605
20,793.2198953,1516.374897,1.22,2079.074985
20,798.4145962,1527.525271,1.22,2030.872378
20,781.0678782,1494.015182,1.22,1790.774449
20,779.5584959,1481.756177,1.22,1672.551894
20,776.1601363,1494.165916,1.22,1546.922677
20,773.93277,1521.711833,1.22,1538.333591
20,803.6184553,1504.856841,1.22,1424.817306
20,773.6728992,1484.197991,1.22,1432.459123
20,776.3616791,1489.622565,1.22,1172.6113
20,799.8123625,1512.971124,1.199272627,1055.710139
20,778.631156,1531.68286,1.22,1127.325075
20,820.4726422,1515.615206,1.22,1105.854885
20,811.1195089,1494.579979,1.22,1046.58306
20,796.6359037,1531.24012,1.22,1086.019144
20,818.4374919,1510.009818,1.22,1042.555617
20,814.810794,1495.309765,1.22,911.3418593
20,783.1436726,1487.459445,1.22,946.8475238
20,814.3913806,1527.248806,1.22,891.4568126
20,772.6385494,1511.861812,1.22,905.8193501
20,796.7896271,1496.641631,1.22,813.7840986
20,783.7611712,1491.326826,1.22,733.958583
20,776.2461268,1482.256081,1.116755381,713.4889174
20,800.4702116,1520.110623,1.22,708.2275938
20,790.8823593,1512.30711,1.22,737.4091886
20,779.8664968,1534.975479,1.22,664.68521
20,776.8353465,1517.859538,1.22,670.3212664
20,825.8264781,1507.327226,1.22,701.0502665
20,818.2652127,1535.701889,1.22,616.8352229
20,767.5065638,1531.977564,0.98716338,717.939908
20,783.6216707,1508.12894,1.22,623.2956701
20,781.2955244,1546.028933,1.22,2178.142779
20,809.9226206,1554.053039,1.22,2046.207786
20,792.3248533,1564.507976,1.22,2026.22038
20,800.8907496,1558.569454,1.22,1577.495331
20,777.473601,1569.610788,1.22,1183.725816
20,792.608002,1550.433861,1.22,870.4241044
20,795.3634128,1562.717498,1.22,689.2408519
20,782.313428,1543.382406,1.106873007,728.6029751
20,772.1662513,1537.570044,1.22,800.1847172
20,822.1752686,1545.926819,1.22,725.1697179
20,863.1457502,1401.977578,1.22,1261.324638
20,859.5691117,1404.677709,1.22,1189.328377
20,884.2921711,1405.898325,1.22,933.5848347
20,839.9534453,1405.066855,1.22,664.538332
20,873.8438534,1408.367731,1.22,687.7874941
20,862.1466144,1409.477145,1.22,657.8089414
20,847.3153948,1401.616739,1.22,657.8290855
20,855.8330245,1468.253337,1.22,2417.440482
20,872.4078536,1451.978332,1.22,1855.14804
20,851.3426689,1439.965564,1.215622114,1804.699696
20,889.7450104,1464.61996,1.22,1777.471013
20,847.5860164,1446.068742,1.22,1910.768763
20,862.9283887,1461.717915,1.119402241,1744.024452
20,857.9367516,1433.036426,1.22,1952.835496
20,838.5002271,1425.721162,1.22,1642.996915
20,859.8204673,1448.553761,1.22,1548.953343
20,884.8555293,1457.106388,1.22,1490.940854
20,845.2795754,1439.544451,1.22,1419.047488
20,885.6551839,1422.690682,1.22,1524.777884
20,868.5403484,1463.127378,1.22,1309.389867
20,885.5559323,1438.268325,1.22,1366.167325
20,859.2970187,1469.337731,1.22,1182.282142
20,844.6856949,1432.341067,1.22,1131.11987
20,881.7954985,1439.609369,1.22,1153.792739
20,880.4862324,1454.019294,1.22,1077.395964
20,861.0454025,1432.68828,1.22,1073.293044
20,874.2883463,1462.202461,1.22,1075.683121
20,850.0859808,1434.519167,1.194537959,1073.45034
20,884.2945583,1444.857288,1.22,1117.136672
20,876.8845768,1466.558356,1.22,966.3191459
20,850.4400748,1415.834092,1.22,880.4068717
20,889.5712951,1443.85949,1.22,915.1807891
20,871.4036143,1424.055451,1.22,874.1474045
20,888.8655615,1419.072094,1.22,823.9466786
20,872.6301311,1445.463131,1.22,827.6267803
20,878.9899966,1421.158566,1.22,896.3995395
20,855.2728968,1432.24042,1.1083619,750.7629078
20,868.4621003,1449.162328,1.22,639.3680909
20,882.9172629,1470.594,1.22,672.9260368
20,854.076283,1419.439282,1.22,620.7903995
20,838.8662532,1471.571501,1.22,629.6744547
20,860.2056503,1506.498108,1.22,3501.698499
20,872.3781005,1527.154958,1.22,2611.80109
20,847.2891632,1520.295151,1.22,2134.147586
20,841.8633349,1523.501058,1.22,2087.862057
20,843.7919637,1506.440605,1.22,1950.101355
20,869.7993191,1497.405441,1.181899773,1897.019075
20,891.5532862,1490.415825,1.22,1952.327248
20,839.3457575,1494.429848,1.22,1845.903863
20,890.9831368,1527.40688,1.22,1820.752692
20,857.124508,1500.333529,1.22,1458.333712
20,884.6489031,1514.854821,1.22,1471.799962
20,878.1827299,1527.719944,1.22,1366.622342
20,869.3337883,1516.620044,1.22,1327.363859
20,846.9238878,1488.402011,1.22,1357.853992
20,852.8691,1513.925077,1.22,1158.208554
20,855.2877064,1507.255586,1.22,947.6804983
20,869.2750249,1527.787182,1.22,873.9703052
20,883.6066451,1528.021021,1.22,907.0791333
20,846.6743233,1479.453379,1.22,789.2752764
20,891.3195443,1513.653047,1.22,751.143597
20,880.4649788,1490.984445,1.22,724.9356661
20,892.140611,1524.05652,1.22,686.7481437
20,849.741215,1527.018742,1.22,719.8916255
20,850.3823593,1486.639026,1.22,718.6199958
20,835.9413824,1534.300423,1.22,647.0078394
20,876.740487,1521.622297,1.22,633.1800278
20,932.9095124,1441.387284,1.22,2864.296386
20,901.7689231,1464.811568,1.22,1978.404843
20,908.7679132,1465.391866,1.22,2132.365637
20,952.7393111,1462.762127,1.22,1553.166954
20,910.6467838,1420.174208,1.22,1669.41214
20,955.5930898,1470.972447,1.136444215,1495.884155
20,950.317529,1458.975344,1.22,1492.661666
20,920.0094682,1445.615219,1.22,1390.618447
20,917.3284282,1417.274509,1.22,1393.733216
20,919.0474712,1471.674755,1.22,1304.528457
20,933.6916355,1427.408353,1.22,1377.545223
20,949.4517359,1464.217995,1.22,1223.621947
20,907.6778862,1416.25714,1.22,1225.228481
20,933.6450914,1437.887544,1.22,1153.599746
20,911.1814561,1463.961692,1.135572663,1091.36088
20,942.4622978,1436.817004,1.22,1068.028858
20,917.9277571,1423.66897,1.22,1053.371792
20,907.2987298,1421.519694,1.22,947.0920628
20,929.8232784,1439.310258,1.22,883.842202
20,930.1387466,1444.564776,1.22,937.3136519
20,936.9810902,1470.381923,1.22,862.6427204
20,951.4987672,1454.456164,1.22,858.6451021
20,905.8845654,1464.908233,1.22,752.3120649
20,946.7413847,1457.352487,1.22,813.2177391
20,931.4539728,1421.363121,1.22,827.3853264
20,946.5787453,1436.24707,1.22,794.0596881
20,914.5960127,1472.643742,1.22,726.0650985
20,927.6485558,1420.10818,1.22,648.6972619
20,936.3069062,1439.488827,1.22,635.8801725
20,902.380512,1446.208365,1.22,636.4502604
20,926.1441418,1424.835355,1.22,676.1278848
20,933.3826061,1466.814068,1.22,628.366838
20,955.9627114,1485.753993,1.22,2809.92406
20,909.0489228,1512.431354,1.22,2145.179094
20,922.104052,1507.461186,1.22,1272.365099
20,941.2443985,1489.927113,1.22,1028.219594
20,901.5761856,1507.063935,1.22,1043.543286
20,938.8801812,1486.887012,1.22,898.7580334
20,955.9905292,1525.099623,1.103162524,869.8269488
20,950.6154322,1484.419763,1.22,831.4979399
20,924.4985892,1486.084781,1.22,729.2782833
20,954.2540321,1496.449483,1.22,751.0452105
20,954.3487889,1501.222957,1.22,645.7733704
20,901.0921714,1510.298442,1.22,609.9996027
20,902.4663776,1503.83912,1.22,602.4208502
20,905.8704847,1513.429335,1.22,600.3036465
20,937.3841391,1519.432532,1.22,616.6610235
20,997.411435,1450.297495,1.22,2146.39232
20,967.7598409,1451.413031,1.22,1415.661125
20,973.546677,1441.763884,1.22,1200.963491
20,965.9732942,1470.019225,1.22,1237.279437
20,1018.337817,1462.647301,1.22,1094.548363
20,999.0324755,1442.408693,1.22,1036.388919
20,1010.711809,1468.761994,1.22,986.2044569
20,989.078185,1442.655022,1.22,899.9112565
20,999.3095918,1464.895888,1.22,855.3233103
20,985.7010303,1466.36624,1.22,861.260799
20,975.6048092,1449.66084,1.22,790.7911168
20,971.7449866,1459.817314,1.22,702.2323083
20,980.8833341,1449.674728,1.22,696.8710375
20,986.4940423,1459.914269,1.22,705.1151567
20,961.3823593,1445.814446,1.22,660.8839658
20,1003.71044,1505.359495,1.22,1895.113705
20,1016.087209,1488.05103,1.22,1811.089524
20,999.9133898,1506.900921,1.22,1296.74256
20,990.0631213,1517.30317,1.22,1191.840015
20,990.9848852,1481.859023,1.22,1254.690302
20,1013.102925,1491.692262,1.22,1206.836937
20,994.4166397,1489.597363,1.22,1187.321183
20,988.910166,1497.503358,1.22,1052.77813
20,1007.222403,1503.353391,1.22,1095.132528
20,992.6804479,1494.633855,1.22,1018.74089
20,998.4075319,1494.288686,1.22,805.1318679
20,989.417195,1485.887382,1.22,709.3588384
20,978.4860786,1488.59392,1.22,682.6352065
20,765.0365487,1453.231196,1.22,1091.026881
20,766.9751358,1518.199178,1.22,1795.087904
20,766.9575414,1534.993856,1.22,1570.72201
20,769.4627951,1530.116499,1.22,1231.819935
20,834.1534845,1399.365642,1.22,1517.925598
20,828.3179596,1411.32989,1.22,742.5856535
20,770.9389113,1446.209652,1.22,3232.629077
20,832.2409612,1446.360126,1.22,2172.302161
20,796.3218082,1475.443537,1.22,1945.440118
20,769.2338931,1450.977413,1.22,1450.69589
20,832.785604,1460.322182,1.22,821.1428365
20,784.3893115,1478.311234,0.87,946.8667474
20,835.209219,1447.694612,1.22,681.2981882
20,811.00823,1537.239033,1.22,2661.405894
20,773.1199729,1496.747464,1.22,1865.39994
20,787.3823593,1477.947445,1.22,1738.655517
20,806.6263434,1537.730312,1.22,1462.608779
20,772.1743047,1535.133473,1.22,1488.43946
20,771.5617537,1507.775629,1.22,1473.241712
20,784.163685,1475.407525,1.22,1322.808598
20,769.5579474,1487.128888,1.22,1051.437828
20,803.3430168,1536.891709,1.22,716.1406002
20,771.494304,1526.943147,1.22,661.6935074
20,788.3062785,1542.966014,1.22,2705.093109
20,792.7502806,1543.43744,1.22,2582.08853
20,769.7198864,1557.470039,1.22,1744.949624
20,770.7318129,1545.553775,1.22,1012.620282
20,819.5630745,1542.654031,1.22,1040.683047
20,767.6704254,1555.103363,1.22,750.1399588
20,836.9533992,1396.327619,1.22,1789.497247
20,854.4444942,1411.680997,1.22,781.4965087
20,866.7646232,1409.457164,1.22,718.2014229
20,847.0703316,1413.053623,1.22,663.1992086
20,882.1066148,1475.46772,1.22,1894.449352
20,897.2825904,1427.080112,1.22,1030.318514
20,833.3663517,1430.637702,1.22,871.2465466
20,838.4093855,1413.182051,1.22,789.8594922
20,846.8725368,1473.674433,1.18136335,2190.080195
20,835.499862,1515.303531,1.22,1526.666048
20,860.0302637,1536.720665,1.22,1384.710573
20,895.3169516,1476.683666,1.22,1055.207562
20,832.0785822,1516.972512,1.22,974.3909171
20,862.632764,1477.002241,1.22,875.826575
20,863.3709156,1538.704886,1.22,708.4372619
20,849.4463434,1541.958227,1.22,1074.394131
20,834.6749675,1541.052803,1.22,937.0263443
20,855.5084639,1541.497774,1.22,795.3297094
20,945.2414396,1472.307184,1.22,1976.924152
20,960.0130226,1434.98489,1.22,1141.299915
20,960.6090886,1459.347679,1.22,1047.88756
20,953.0695058,1479.903681,1.22,1853.717325
20,934.7336553,1476.83331,1.22,854.4625812
20,1005.194427,1475.540535,1.22,1424.333185
20,1009.720972,1474.86412,1.22,1241.630421
20,1022.872452,1468.814446,1.22,952.2140465
20,970.045641,1479.141046,1.22,1534.678269
20,1021.793031,1482.569759,1.22,995.2901042
20,997.6029718,1477.473512,1.22,744.6304604
20,964.6017032,1474.030147,1.22,1099.583803
21,761.8983857,1461.206704,1.22,823.6076221
21,753.3450367,1489.197386,1.22,861.3366797
21,754.8377723,1479.146676,1.120596985,733.7779509
21,759.4652031,1481.499739,1.22,606.7218991
21,818.3885921,1438.517063,1.22,1670.244255
21,783.1604578,1451.453922,1.22,1846.703458
21,811.4680215,1415.293941,1.22,1546.053178
21,792.5693373,1456.441602,1.22,1330.198713
21,813.2198209,1440.387487,1.22,1059.927913
21,786.5820897,1430.189369,1.22,1235.13104
21,777.8390599,1465.434672,1.22,1096.596231
21,794.1763301,1429.569353,1.22,1002.50396
21,781.0222436,1454.17487,1.22,899.3230012
21,817.2962717,1419.010031,1.22,950.3174153
21,782.7295998,1430.282402,1.22,882.3370714
21,793.5050548,1450.293276,1.22,872.7573599
21,791.4478854,1464.964763,1.22,828.8552228
21,818.4043475,1468.097231,1.22,787.074921
21,811.1540106,1418.991036,1.22,801.1288457
21,791.2300946,1471.121166,1.22,778.9942868
21,780.3579901,1467.743393,1.22,699.2056385
21,829.6522246,1449.271477,1.22,676.855315
21,818.600057,1414.916496,1.22,740.6917732
21,809.8429378,1435.723462,1.22,717.6682095
21,795.5656593,1458.65282,1.22,610.1885482
21,798.5152144,1529.320008,1.22,2559.515393
21,822.4793509,1503.072226,1.22,2146.374901
21,825.1891129,1525.505544,1.22,1950.017672
21,818.9863688,1528.630357,1.22,1741.31571
21,799.6827487,1521.060732,1.22,1387.165724
21,775.9712433,1498.151444,1.22,1399.213341
21,825.3411201,1504.052578,1.171292099,1189.599014
21,792.238824,1498.648149,1.22,1194.126728
21,809.5806792,1520.39718,1.22,1182.257825
21,787.9281921,1526.066214,1.22,1004.619477
21,813.4368119,1494.126469,1.22,963.9312633
21,818.4291386,1510.719215,1.22,1036.181871
21,779.7366668,1531.131656,1.22,966.0467048
21,773.0185304,1496.800364,1.22,698.9166014
21,820.1325125,1502.065722,1.100449017,741.5353893
21,777.4783376,1483.342434,1.22,711.6470846
21,797.6920637,1514.824998,1.22,661.1780978
21,779.3105376,1500.096146,1.22,715.9720952
21,821.0514894,1545.101145,1.22,1545.379956
21,805.1814432,1550.413701,1.22,1444.934978
21,794.3344724,1562.933255,1.22,783.6664095
21,774.8417556,1550.925193,1.22,751.6408638
21,779.1142773,1558.227096,1.22,691.1933773
21,775.2051782,1555.535272,1.22,694.0732517
21,808.1960554,1563.349254,1.22,620.5644676
21,779.6729894,1542.400982,1.22,619.3154762
21,863.0584877,1401.485457,1.22,2744.908518
21,868.0085476,1406.52906,1.22,1657.675872
21,838.2418383,1402.261266,1.22,1182.731835
21,852.0396203,1393.707647,1.22,745.228659
21,876.8200809,1434.386478,1.17725965,2115.480582
21,884.5650121,1466.229857,1.22,1809.942706
21,856.3669222,1454.88418,1.22,1814.098961
21,856.2382983,1449.512309,1.22,1498.18778
21,866.1590898,1417.907798,1.22,1407.248349
21,839.3256125,1464.069219,1.22,1482.392444
21,844.6011418,1439.676064,1.22,1414.234589
21,892.0992224,1429.373077,1.22,1261.709698
21,857.2930458,1433.167171,1.22,1269.928638
21,880.9498315,1450.924767,1.22,1207.998596
21,854.7113566,1467.614654,1.22,1170.640792
21,876.4436812,1448.786727,1.22,1107.450751
21,861.5409308,1436.836393,1.22,996.4311244
21,836.219272,1449.267262,1.22,959.5152918
21,883.1686518,1453.460706,1.22,826.1403237
21,875.6766827,1452.356137,1.22,881.6165863
21,860.1772066,1464.256486,1.22,875.0046557
21,871.5622808,1427.647473,1.22,805.2238341
21,848.3162179,1453.493304,1.217806467,758.9052832
21,874.0337066,1442.609275,1.22,777.3784516
21,841.8957073,1441.07321,1.118774356,720.5049457
21,846.2868808,1415.136113,1.22,691.3040235
21,858.3794711,1495.499164,1.22,2041.190318
21,873.3399305,1526.397219,1.22,1769.585391
21,843.7881229,1506.069149,1.22,1520.778169
21,892.4218416,1491.919421,1.22,1398.960115
21,857.3379745,1500.354693,1.22,1403.562351
21,846.7861921,1493.271914,1.22,1124.13427
21,849.6855232,1498.734131,1.22,863.7590195
21,874.5375225,1491.129574,1.22,910.7526162
21,876.9947288,1528.864692,1.22,931.8604927
21,860.0239635,1514.362715,1.22,884.2450036
21,875.9261372,1523.467057,1.22,906.3591768
21,888.1377358,1529.075769,1.22,864.3866987
21,890.0322013,1523.763262,1.22,807.6179668
21,852.1632408,1526.162092,1.22,681.9542731
21,870.4562772,1532.060142,1.22,744.1642202
21,871.8631246,1478.092378,1.177665002,649.3303416
21,864.2712617,1480.627126,1.22,675.7007153
21,869.5449986,1501.343398,1.22,626.8626066
21,864.9657045,1510.977106,1.22,696.1763436
21,883.5873384,1504.119665,1.22,608.4495669
21,882.7287403,1543.763885,1.22,1051.42878
21,950.6496398,1463.816876,1.22,1710.999115
21,924.8135156,1455.60071,1.22,1598.938528
21,927.2900917,1431.057501,1.22,1367.260092
21,949.9800679,1454.157744,1.22,1142.89146
21,911.6340905,1471.699533,1.22,1043.907497
21,920.7946693,1464.755159,1.22,861.4046051
21,906.7862844,1439.445898,1.22,935.6210538
21,908.6705729,1421.408861,1.22,922.3401808
21,936.8283057,1468.20276,1.22,860.275055
21,927.5921977,1426.188076,1.22,853.9178799
21,951.1146589,1458.180621,1.22,853.3444221
21,949.1156694,1439.101459,1.22,804.9508092
21,917.1713177,1471.645528,1.192449169,658.8388305
21,910.4154073,1424.333033,1.22,615.1181564
21,901.6043018,1483.552521,1.22,1702.09858
21,950.9102518,1486.075327,1.22,997.2706608
21,918.7342792,1512.894408,1.22,852.9854125
21,939.3469888,1497.416496,1.22,808.7047441
21,910.7697614,1517.341199,1.22,692.9842461
21,905.1249373,1490.84188,1.22,642.7055912
21,919.2726374,1551.469362,1.154553211,1499.929594
21,921.3771101,1544.231378,1.22,970.2255051
21,984.7779,1453.25373,1.22,1079.360452
21,1005.91946,1465.329322,1.22,922.1792682
21,992.676056,1443.301387,1.22,875.2214509
21,968.8807254,1467.467054,1.22,717.8128055
21,997.0980173,1439.501552,1.22,730.6091005
21,969.4304341,1453.919203,1.22,735.084389
21,985.2941841,1463.006177,1.22,725.9740315
21,983.0932414,1477.329068,1.22,685.1668962
21,1007.064048,1500.65629,1.22,1467.214881
21,993.8741839,1495.11849,1.22,1398.963979
21,982.8421721,1479.916909,1.22,1111.521672
21,1004.880835,1484.489144,1.22,995.8999964
21,967.6198516,1500.917887,1.22,946.4475977
21,987.0167658,1487.900923,1.22,798.6162052
21,990.1864292,1517.369827,1.22,732.5509551
21,966.0450167,1504.180919,1.22,684.1665492
21,993.914763,1490.339093,1.22,670.9070932
21,1006.284252,1504.372085,1.22,661.4288266
21,1001.947157,1479.986377,1.22,647.7920619
21,1002.114711,1518.340108,1.22,628.2041638
21,967.9051615,1547.29369,1.22,614.4719419
21,769.1311253,1466.189409,1.22,1042.589724
21,765.6566201,1519.016064,1.22,1576.788304
21,769.3898172,1533.97425,1.22,634.9939374
21,760.0634037,1539.811844,1.22,758.8420511
21,832.4529836,1409.486807,1.22,1321.142538
21,812.7416924,1412.919223,1.22,1010.484306
21,799.5756327,1410.991945,1.22,670.5324161
21,830.1705585,1456.070348,1.22,830.3524404
21,803.7939313,1475.677319,1.22,612.8297839
21,769.340228,1530.518285,1.22,2460.641039
21,829.9575387,1506.085679,1.22,1511.225867
21,799.6150825,1536.969785,1.22,1380.424149
21,770.9860837,1483.889244,1.22,1202.497386
21,831.9225788,1535.832327,1.22,968.0062379
21,770.0777154,1478.647152,1.22,945.2660499
21,807.6142773,1478.505832,1.22,837.5966776
21,787.3255681,1475.416496,1.22,696.8408014
21,769.8529612,1541.832589,1.22,1326.219189
21,771.6098056,1549.226963,1.22,910.794868
21,895.6333807,1414.676026,1.22,769.0272722
21,867.7528743,1477.427349,1.22,1569.913265
21,838.9670516,1479.073796,1.22,1035.189316
21,840.8341579,1537.935624,1.22,766.5354724
21,834.4721154,1490.491936,1.22,719.3398583
21,834.3744644,1541.490987,1.22,723.8723296
21,898.8162522,1451.317603,1.177886488,1112.697545
21,927.1656054,1472.110368,1.22,1182.903022
21,926.1184346,1476.864718,1.22,1280.07005
21,897.5708122,1477.409363,1.22,771.4137554
21,960.5873559,1447.010389,1.22,1272.469452
21,1007.634858,1473.08961,1.22,1056.89736
21,975.1296049,1473.04115,1.22,928.326402
21,962.7334213,1459.338279,1.22,652.9833159
21,962.8289526,1478.46794,1.165101385,1591.675094
21,1015.423566,1477.057194,1.22,1042.668617
21,1021.481129,1507.704982,1.22,861.6045497
21,967.0735996,1541.692415,1.106427715,886.2647972
22,763.7234466,1461.891949,1.22,1307.451895
22,759.6714304,1472.158509,1.22,754.2015244
22,759.9230417,1489.935458,1.22,1794.991582
22,756.8510237,1486.172353,1.22,1500.901616
22,764.5692966,1529.519026,1.22,769.4248967
22,755.1382864,1496.282515,1.22,728.2716934
22,764.9812071,1543.673242,1.22,794.1906842
22,806.0548224,1403.812186,1.22,1947.181019
22,802.7725119,1404.595615,1.22,794.8154523
22,811.5138965,1401.599107,1.22,613.4239148
22,835.3694538,1401.757695,1.22,698.882712
22,806.035177,1450.986174,1.22,3466.917646
22,779.6020728,1460.69896,1.22,1929.538064
22,793.5908404,1422.343415,1.22,1521.621535
22,817.2362756,1462.264547,1.22,1331.739873
22,817.6741934,1420.23756,1.22,1306.32336
22,827.3515711,1453.387368,1.22,1298.87266
22,794.7832733,1436.46556,1.22,1270.464778
22,817.6393387,1443.057421,1.22,1216.539202
22,786.3825002,1422.138957,1.22,1237.579924
22,809.6787291,1429.783423,1.22,1188.405164
22,794.9255242,1471.065354,1.22,959.4771745
22,780.5189842,1464.759858,1.22,979.4265059
22,811.5517657,1416.307439,1.22,1060.560098
22,783.0320021,1455.453709,1.22,901.5537461
22,786.7213108,1428.405028,1.22,824.55097
22,811.9906335,1442.851383,1.22,859.2041673
22,798.5703324,1459.069433,1.22,773.8758478
22,803.1600014,1450.804822,1.22,738.2580847
22,818.75286,1468.15458,1.22,810.9446974
22,808.2360704,1452.739478,1.079850773,761.4247573
22,786.9373936,1448.803188,1.22,717.7486416
22,788.9425894,1464.758133,1.22,732.5174261
22,788.3990254,1418.580928,1.22,750.3396462
22,778.8106785,1453.672462,1.22,710.9044427
22,812.9110072,1438.771287,1.22,673.4518661
22,811.6512123,1472.718747,1.17297985,606.7012035
22,824.8771255,1425.246184,1.22,642.5898715
22,772.9598055,1439.873681,1.22,661.317023
22,808.260958,1465.312417,1.22,609.869889
22,783.7460704,1530.307691,1.22,2562.668333
22,800.0848659,1500.658706,1.22,2509.97514
22,775.9750894,1493.366458,1.22,2158.519559
22,820.7139261,1530.817304,1.22,1860.822193
22,823.421191,1505.13499,1.22,1589.251353
22,821.6438792,1485.693983,1.22,1517.363415
22,808.2006636,1513.960115,1.22,1355.298046
22,794.403067,1493.216517,1.22,1251.564724
22,811.0508461,1529.074642,1.22,1122.020474
22,789.6887084,1499.926325,1.22,1091.653268
22,808.4994128,1505.339018,1.22,1083.645867
22,823.4797487,1524.666206,1.22,1080.261495
22,818.7310217,1515.851244,1.22,1154.437886
22,801.8906631,1527.46498,1.22,1106.754845
22,778.6677694,1489.38372,1.22,1086.588134
22,783.8830332,1487.693235,1.22,1007.153138
22,799.8618226,1516.034508,1.22,1008.671214
22,822.7089905,1515.135414,1.22,874.5653566
22,805.923662,1524.509848,1.22,905.2949387
22,796.9208879,1501.480589,1.22,797.3362204
22,774.5845255,1496.359519,1.22,825.4384099
22,826.395965,1531.33928,1.22,858.844351
22,813.3191602,1526.322151,1.22,748.8374655
22,772.8360218,1508.956509,1.22,748.9742825
22,774.3393626,1483.056475,1.204648435,675.4887111
22,784.4435985,1526.108498,1.22,730.6049169
22,803.0802239,1485.809253,1.22,692.3843018
22,784.4166316,1503.817185,1.22,667.7624383
22,789.6212692,1507.821121,1.22,650.7417751
22,802.3992506,1552.864502,1.22,1475.511528
22,814.5427435,1553.411149,1.22,786.9772859
22,775.3629751,1556.609801,1.22,784.8985629
22,781.1645043,1552.295979,1.22,780.5391128
22,798.1572604,1563.845058,1.22,774.9762806
22,793.9583358,1555.015117,1.22,750.2238765
22,815.013518,1543.429091,1.22,758.3571509
22,804.0143062,1542.488533,1.22,678.9167494
22,883.1428876,1406.203193,1.22,1028.43064
22,839.1898088,1402.358437,1.22,903.3642884
22,871.9516549,1403.255536,1.22,736.2800095
22,859.3775513,1405.813766,1.22,767.0174525
22,851.4423384,1403.601895,1.22,625.843122
22,863.9423384,1413.269723,1.22,612.4822567
22,883.0933249,1446.57082,1.22,2942.230695
22,867.7809139,1459.633448,1.22,2776.960154
22,862.1763615,1416.513236,1.22,1882.011369
22,857.9523871,1449.426013,1.22,1665.72583
22,888.5389697,1434.707618,1.22,1683.124266
22,842.9775868,1421.058945,1.22,1407.062782
22,882.021433,1419.474959,1.22,1146.412834
22,884.7806216,1449.21369,1.22,1109.464957
22,859.773286,1468.693607,1.22,1104.350473
22,879.5865922,1436.497344,1.22,1067.891571
22,890.2851423,1437.754486,1.22,1018.762518
22,869.1255062,1462.739177,1.22,961.449818
22,863.3464917,1458.305077,1.22,926.4246986
22,886.8931841,1443.465112,1.22,1003.540877
