hyb,x,y,s,w
3,885.4810413,1429.777591,1.22,757.6776741
3,867.8154801,1445.719344,1.22,748.7670754
3,844.1221482,1439.351961,1.22,726.2964543
3,880.4418678,1432.041602,1.22,680.0061768
3,873.453188,1454.052146,1.22,649.1393661
3,869.8060565,1513.510682,1.22,880.3617931
3,862.6081092,1526.422719,1.22,713.9157269
3,842.6014631,1529.65316,1.22,682.2489117
3,883.2938592,1478.99344,1.22,640.3492086
3,845.7610628,1507.545341,1.22,632.1979736
3,920.1871711,1469.913654,1.22,953.555045
3,943.3585004,1461.63527,1.22,970.6840337
3,926.9776773,1457.585288,1.22,749.2287567
3,936.2521536,1449.3576,1.22,722.3516394
3,944.2050265,1468.617779,1.22,651.3243885
3,917.3778232,1497.81663,1.215835641,681.5873844
3,981.5824054,1455.508509,1.22,954.8658267
3,994.4652207,1441.11437,1.22,610.8827861
3,830.5547707,1492.571998,1.22,1332.602438
3,770.5229428,1481.993627,1.22,607.8675948
3,830.6756051,1541.587269,1.22,880.3479233
3,841.7756525,1409.183695,1.22,762.9076163
3,895.681631,1429.36645,1.22,1098.80217
3,897.4857112,1473.11644,1.22,1154.874566
3,897.5958852,1436.18204,1.22,707.7790158
3,958.563551,1464.815152,1.22,833.4306122
3,1023.36603,1513.0999,1.22,989.2508042
4,759.7668003,1454.095786,1.22,2594.292083
4,772.6069923,1460.415246,1.22,1013.321245
4,765.8947142,1471.902368,1.22,968.5239295
4,759.2121566,1456.435572,0.924721488,782.9264536
4,767.9505001,1445.813446,1.22,670.8440075
4,762.6660333,1452.372625,1.039023709,645.095785
4,760.1653574,1509.393761,1.22,1988.018991
4,764.9996945,1492.937247,1.22,1406.552562
4,758.7823065,1531.631929,1.22,1066.696561
4,761.0869679,1520.765484,1.22,822.8765667
4,760.0500744,1505.993348,1.22,781.3427278
4,753.7031073,1514.44668,1.013774385,724.7017868
4,767.0110101,1524.119123,1.22,623.0335856
4,757.2295163,1528.003667,1.22,624.2882184
4,764.5079317,1545.337141,1.22,1720.861997
4,805.8671178,1451.201319,1.22,3297.316646
4,788.4892981,1451.113458,1.22,1928.281982
4,809.3585522,1467.492327,1.22,2044.692758
4,774.6276356,1460.263454,1.22,1779.727886
4,793.4548486,1421.682505,1.22,1649.857426
4,775.5031256,1468.995265,1.22,1616.258505
4,821.3548864,1424.060714,1.22,1420.556316
4,804.4842632,1432.443963,1.22,1405.430992
4,778.0594312,1461.769283,1.216818643,1357.756239
4,811.0692348,1457.930672,1.22,1210.867638
4,794.6808503,1436.369169,1.22,1198.902645
4,801.3076603,1416.973575,1.22,1150.916715
4,808.3695885,1451.841932,0.948247221,1291.857784
4,786.5135682,1427.487889,1.22,1062.642343
4,811.2601695,1463.782579,1.22,1020.635168
4,815.068491,1443.162614,1.22,874.2519122
4,805.8754068,1467.938135,1.22,856.6851669
4,802.9887434,1450.937222,1.22,804.9599433
4,812.1627496,1432.002788,1.22,833.2807145
4,826.8227407,1427.176718,1.22,887.3664673
4,774.8796576,1472.651865,1.22,835.0047956
4,812.3325942,1416.396914,1.22,799.5716745
4,770.4887434,1444.514359,1.22,730.6681062
4,829.8865721,1445.113306,1.22,622.4911444
4,787.6650493,1460.887317,1.22,601.7044016
4,778.6888878,1444.427517,1.22,637.2804146
4,769.346124,1473.138979,1.22,634.7886973
4,807.3436556,1494.366565,1.22,2229.908027
4,779.7215993,1491.523293,1.22,2007.379786
4,813.0584054,1524.360171,1.22,1728.001602
4,789.4032797,1527.310155,1.22,1542.534562
4,794.384431,1492.683993,1.22,1599.766611
4,821.0983464,1530.28906,1.22,1403.88299
4,821.6375125,1486.278556,1.22,1389.883842
4,815.1410228,1497.676718,1.22,1421.650618
4,789.8113407,1493.051931,1.22,1427.539812
4,817.8446052,1522.12568,1.22,1153.087592
4,826.88949,1530.590205,1.22,1173.85676
4,805.2717193,1510.440777,1.22,1213.631306
4,778.1288813,1507.009236,1.22,1265.424387
4,784.151869,1530.524099,1.22,1244.491613
4,790.0077633,1499.525023,1.22,1207.655595
4,784.4359925,1484.74749,1.22,1048.13658
4,826.3110774,1536.137519,1.22,983.6853099
4,825.3143519,1500.217824,1.22,1069.535884
4,794.4042908,1518.949719,1.22,1030.496512
4,808.8388028,1489.343637,1.22,1015.575628
4,823.1606676,1515.143994,1.22,933.7730619
4,822.4560426,1481.26054,1.22,854.9701487
4,786.3080342,1503.823953,1.22,881.3613164
4,787.1861937,1518.666628,1.22,817.8023903
4,804.3614466,1492.469532,1.22,781.7621272
4,776.2406174,1489.906926,1.22,704.0848195
4,786.8268451,1529.366513,0.942858516,784.3751136
4,807.8995484,1497.857651,1.22,632.8402048
4,811.0702528,1511.367836,1.22,664.7785914
4,827.9934763,1513.435212,1.22,617.7424016
4,782.596825,1505.499218,1.22,619.7189698
4,811.9343548,1554.035632,1.22,2172.51699
4,776.2524808,1568.194038,1.22,1852.599387
4,808.956132,1552.167438,1.146623785,1816.966766
4,789.6059336,1543.782104,1.22,1609.2682
4,775.1297685,1556.582045,1.22,1448.013443
4,783.9166926,1560.805681,1.22,1024.109327
4,815.1047713,1543.749975,1.22,1045.500626
4,803.9355508,1544.418461,1.22,736.0001671
4,824.453847,1546.242355,1.22,671.9937705
4,798.2625122,1561.95564,1.22,632.2085673
4,872.7927922,1399.120154,1.043847279,1985.520446
4,845.258294,1392.282196,1.22,1208.751536
4,856.7151117,1399.595512,1.22,1029.504968
4,865.0927174,1398.462161,1.22,830.8186322
4,854.03098,1408.846012,1.22,700.8642023
4,881.2880309,1449.96141,1.22,1792.872845
4,880.5127825,1462.352293,1.22,1589.842949
4,862.0612871,1465.304199,1.22,1296.800361
4,891.474692,1438.648534,1.22,1153.306694
4,855.5662402,1425.181224,1.22,1130.748174
4,879.9019569,1453.492234,1.22,1030.047448
4,887.192315,1437.819845,1.22,977.3589554
4,865.289896,1466.256216,1.0747373,900.9964993
4,859.7569404,1450.502095,1.22,844.0145855
4,853.0896754,1444.188192,1.22,791.536988
4,869.3587001,1444.412968,1.22,822.9599007
4,837.9836862,1464.644527,1.22,854.0238321
4,854.3970441,1462.974667,1.22,725.2934969
4,878.6292183,1438.036631,1.22,767.7714674
4,895.3778128,1431.102188,1.22,756.844198
4,892.986035,1419.085271,1.22,721.7568177
4,882.3508403,1442.806152,1.22,661.043344
4,869.7023098,1471.984704,1.22,714.5878394
4,861.213678,1439.383621,1.22,646.316471
4,848.4247565,1415.055374,1.22,667.0304515
4,851.5267496,1457.050588,1.22,618.9994117
4,850.8037057,1483.540834,1.22,2126.920556
4,885.7422354,1523.430881,1.22,1334.096766
4,885.5689937,1505.301248,1.22,1289.561171
4,889.8309092,1517.079382,1.22,1317.93126
4,891.1783693,1490.733231,1.22,1026.337277
4,873.5970198,1526.967109,1.22,948.466345
4,856.4934918,1529.494546,1.22,909.3558484
4,848.458023,1485.898621,1.22,850.1098555
4,882.4942298,1520.063978,1.22,819.329781
4,861.4511768,1529.389778,1.22,805.0793244
4,841.3677926,1515.051435,1.22,633.1031973
4,874.9484759,1532.650917,1.22,650.4789529
4,892.2832537,1527.21052,1.22,600.2644941
4,853.6826868,1486.573087,1.22,623.0705254
4,853.8595023,1512.177544,1.22,617.8577092
4,853.0951553,1522.796624,1.22,601.4888666
4,844.3544932,1550.403026,1.158209939,1646.624222
4,862.4519196,1561.028845,1.124431729,1240.733234
4,913.415823,1423.434132,1.22,2088.908433
4,935.6263431,1451.110478,1.22,1826.33965
4,938.1738208,1464.455293,1.22,1749.940724
4,946.2427451,1436.856329,1.22,1830.554764
4,941.7637462,1450.6829,1.22,1737.326005
4,903.6606538,1456.98803,1.22,1453.812106
4,950.4440655,1470.914031,1.22,1420.625871
4,917.9759237,1425.065202,1.22,1309.8872
4,917.5270316,1436.093586,1.22,1285.372995
4,928.2472566,1458.473771,1.22,1212.096899
4,905.9647237,1431.700679,1.22,1175.544087
4,903.5080405,1462.431445,1.22,973.2200768
4,954.5980121,1440.073279,1.22,1007.675109
4,954.5297052,1463.300515,1.22,987.1725888
4,936.3404994,1427.383712,1.22,1041.191611
4,944.1100131,1455.201741,1.22,935.7394719
4,945.0133223,1445.338359,1.22,955.5145694
4,903.0399988,1450.950181,1.22,854.1809344
4,929.5533459,1423.444755,1.22,757.4715864
4,928.3290591,1443.483284,1.22,757.1020857
4,918.0561232,1465.609837,1.22,620.9743507
4,951.399326,1481.551311,1.22,2131.408975
4,944.4263947,1490.35361,1.22,1698.348539
4,915.6820924,1485.223785,1.22,1095.050648
4,919.6436072,1519.419995,1.22,1139.690337
4,924.540683,1489.038381,1.22,1019.620233
4,937.7587305,1481.835358,1.22,741.633635
4,935.9859039,1519.353921,1.22,623.0128991
4,937.5244432,1547.158665,1.173070817,845.1755886
4,924.6867171,1559.73077,0.918603517,885.8917633
4,949.575656,1548.42395,1.074791589,657.7284943
4,1004.118762,1451.696039,1.22,1669.171854
4,998.8818097,1443.479304,1.22,1720.572336
4,1012.544399,1454.910482,1.22,1491.501808
4,981.0694031,1453.6975,1.22,1665.634361
4,992.7519417,1450.164801,1.22,1365.104147
4,1014.257594,1449.464799,1.22,1404.587562
4,978.0920739,1465.707977,1.22,1429.579338
4,984.0333428,1471.364249,1.22,1279.09987
4,966.2315988,1472.395594,1.22,1202.998046
4,976.4821066,1443.483295,1.22,1076.728648
4,1008.497254,1459.361082,1.22,1041.731969
4,983.4967191,1456.491894,1.22,1010.59571
4,994.2755897,1458.424758,1.22,968.9706506
4,978.2439096,1469.423879,1.22,931.0334801
4,999.600624,1453.684812,1.22,884.4943816
4,1017.953224,1452.359829,1.22,901.2787876
4,995.3184359,1468.088357,1.22,866.0290072
4,995.4924649,1443.148096,1.22,792.2533981
4,978.3987409,1456.784477,1.22,821.5612992
4,989.6811551,1462.533578,1.22,641.2600159
4,981.7146293,1450.109379,1.22,698.4475266
4,988.8531713,1450.453458,1.22,641.596261
4,968.2114453,1468.32802,1.22,678.139759
4,982.8600582,1460.202614,1.0209926,652.8935468
4,1010.558799,1517.643586,1.219998035,2427.638901
4,1014.213575,1510.791785,1.195743036,2174.947068
4,979.6462643,1486.431793,1.22,2331.394046
4,979.4085933,1480.303732,1.22,2009.783535
4,1011.125057,1520.769528,1.077421687,1778.979631
4,978.1069773,1489.63505,1.22,1493.836443
4,972.7044257,1486.75345,1.22,1345.914138
4,1010.560486,1495.98938,1.22,1415.597861
4,1007.1751,1505.357886,1.22,1343.274594
4,1013.742759,1483.080669,1.22,1240.933355
4,966.387372,1495.511464,1.22,1087.19272
4,1000.196195,1520.892044,1.22,1107.248027
4,988.7967581,1483.881668,1.22,980.1912291
4,1006.099811,1494.306457,1.22,932.1969707
4,998.0196065,1497.079881,1.22,848.8556364
4,1017.417534,1480.38301,1.22,801.1583444
4,969.9401689,1498.106886,1.22,720.2205609
4,1020.797982,1489.961007,1.22,692.4920353
4,989.1982522,1518.859687,1.22,685.6387429
4,1018.312572,1520.988209,1.22,726.5829512
4,1010.364679,1484.04043,1.22,635.5619822
4,984.0328567,1509.750507,1.22,699.2670653
4,987.0454326,1491.776619,1.22,606.6200554
4,968.2671041,1488.251333,1.22,641.3472541
4,1022.429122,1480.447429,1.22,626.9054899
4,1010.325857,1488.056497,1.049273161,608.1169491
4,979.4559879,1492.497235,1.22,605.1565876
4,970.1209079,1551.413063,1.121486848,740.1032939
4,993.2769297,1546.52079,1.098459549,697.9969883
4,769.6026071,1441.903754,1.22,2266.932469
4,766.1124965,1476.741742,1.22,841.5964508
4,769.4109564,1532.56622,1.22,734.5797523
4,758.4956882,1478.436997,1.22,794.2483136
4,770.7063871,1541.733355,1.22,1159.562166
4,770.8574689,1559.568051,1.22,952.890041
4,831.4653209,1404.960666,1.22,1636.121564
4,831.3087233,1400.232335,1.22,1080.503497
4,834.6723359,1397.229887,1.22,736.0429658
4,833.0141814,1445.415035,1.22,2166.895118
4,834.4419356,1422.228819,1.22,1427.301954
4,821.5861785,1472.544725,1.22,1322.984894
4,832.2805381,1459.584865,1.22,1346.901643
4,831.7198664,1414.165867,1.22,846.7880658
4,834.2170517,1425.57061,1.22,707.0330328
4,825.3743149,1479.377293,1.22,3622.652773
4,774.858267,1485.982135,1.22,2217.68444
4,770.8862996,1526.938626,1.22,2295.061284
4,832.8594131,1483.200395,1.22,2040.919625
4,773.4149335,1510.409243,1.22,2050.176127
4,794.2850957,1476.305504,1.22,1069.210376
4,812.5480462,1538.91666,1.22,965.1039289
4,768.5391044,1492.577206,1.22,949.9781521
4,771.4590084,1507.230026,1.22,969.6723468
4,772.5318053,1497.745092,1.22,657.4173209
4,773.31173,1566.199311,1.20577942,1028.04495
4,858.3359317,1411.514424,1.22,2347.40407
4,845.9684163,1408.234476,1.22,1575.633969
4,849.6564834,1408.641673,1.22,1006.150226
4,868.2692535,1409.768612,1.22,868.4969827
4,891.2189571,1471.450158,1.22,2739.231376
4,841.1740211,1413.938736,1.22,2174.166475
4,895.7831838,1426.385791,1.22,1830.203019
